hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 0.00000, 1650.06, 1646.74, 1564.75, 0, 1893.75, 1889.86, 1795.77, 25.8742
0, 0.00000, 1682.05, 1680.85, 1598.19, 0, 1815.06, 1813.68, 1724.5, 25.2998
0, 0.00000, 1715.28, 1716.46, 1633, 0, 1733.21, 1734.33, 1650.02, 25.3605
0, 0.00000, 1749.78, 1753.64, 1669.25, 0, 1648.07, 1651.64, 1572.16, 26.0248
0, 0.00000, 1785.66, 1792.54, 1707.02, 0, 1559.42, 1565.37, 1490.69, 27.2002
0, 0.00000, 1822.98, 1833.29, 1746.4, 0, 1467.04, 1475.28, 1405.37, 28.7524
0, 0.00000, 1861.83, 1876.02, 1787.47, 0, 1370.76, 1381.15, 1315.97, 30.5257
0, 0.00000, 1902.3, 1920.9, 1830.33, 0, 1270.29, 1282.68, 1222.2, 32.356
0, 0.00000, 1944.45, 1968.11, 1875.05, 0, 1165.48, 1179.62, 1123.85, 34.0717
0, 0.00000, 1988.46, 2017.92, 1921.78, 0, 1055.92, 1071.53, 1020.49, 35.4929
0, 0.00000, 2034.37, 2070.51, 1970.57, 0, 941.548, 958.253, 911.999, 36.4143
0, 0.00000, 2082.29, 2126.2, 2021.51, 0, 822.097, 839.416, 798.084, 36.6005
0, 0.00000, 2132.41, 2185.86, 2074.54, 0, 697.464, 714.95, 678.516, 36.1597
0, 0.00000, 2185.13, 2250.32, 2129.5, 0, 567.871, 584.818, 553.404, 34.7053
0, 0.00000, 2240.34, 2320.38, 2187.2, 0, 434.067, 449.586, 423.783, 31.3999
0, 0.00000, 2299.18, 2399.01, 2250.16, 0, 299.728, 312.748, 293.341, 25.7819
0, 0.00000, 2370.04, 2480.41, 2323.57, 0, 182.005, 190.481, 178.434, 17.1615
0, 0.00000, 2442.23, 2567.65, 2406.14, 0, 159.198, 167.373, 156.841, 16.1375
0, 0.00000, 2516.85, 2659.03, 2490.5, 0, 276.29, 291.893, 273.386, 30.0615
0, 0.00000, 1623.65, 1615.74, 1536.17, 0, 1978.29, 1968.82, 1871.73, 25.7141
0, 0.00000, 1654.78, 1648.58, 1568.56, 0, 1902.74, 1895.53, 1803.53, 24.2384
0, 0.00000, 1687.08, 1682.79, 1602.24, 0, 1824.36, 1819.64, 1732.56, 23.6382
0, 0.00000, 1720.64, 1718.5, 1637.33, 0, 1742.85, 1740.61, 1658.4, 23.7354
0, 0.00000, 1755.51, 1755.79, 1673.86, 0, 1658.09, 1658.29, 1580.92, 24.4967
0, 0.00000, 1791.81, 1794.83, 1711.97, 0, 1569.81, 1572.4, 1499.81, 25.8175
0, 0.00000, 1829.58, 1835.7, 1751.69, 0, 1477.93, 1482.82, 1414.97, 27.5462
0, 0.00000, 1868.92, 1878.56, 1793.13, 0, 1382.21, 1389.3, 1326.13, 29.5149
0, 0.00000, 1909.91, 1923.57, 1836.37, 0, 1282.48, 1291.61, 1233.07, 31.5524
0, 0.00000, 1952.69, 1970.93, 1881.54, 0, 1178.47, 1189.44, 1135.5, 33.489
0, 0.00000, 1997.37, 2020.89, 1928.73, 0, 1069.99, 1082.56, 1033.2, 35.1471
0, 0.00000, 2044.05, 2073.66, 1978.03, 0, 956.952, 970.784, 926.021, 36.3334
0, 0.00000, 2092.86, 2129.53, 2029.52, 0, 839.342, 854.025, 813.922, 36.8291
0, 0.00000, 2144.01, 2189.42, 2083.11, 0, 717.353, 732.551, 696.956, 36.8257
0, 0.00000, 2198.06, 2254.04, 2138.73, 0, 591.849, 606.931, 575.866, 35.8924
0, 0.00000, 2254.66, 2324.39, 2197.11, 0, 464.838, 479.228, 452.987, 33.4726
0, 0.00000, 2317.98, 2402.26, 2261.79, 0, 343.503, 356.005, 335.18, 28.9655
0, 0.00000, 2390.33, 2483.7, 2337.5, 0, 249.144, 258.876, 243.634, 22.922
0, 0.00000, 2465.02, 2570.86, 2420.95, 0, 236.64, 246.798, 232.402, 23.4208
0, 0.00000, 2540.65, 2662.56, 2504.94, 0, 331.432, 347.329, 326.761, 35.5074
0, 0.00000, 1627.97, 1617.33, 1539.61, 0, 1988.28, 1975.47, 1880.4, 24.1688
0, 0.00000, 1659.36, 1650.25, 1572.22, 0, 1913.15, 1902.55, 1812.6, 22.5978
0, 0.00000, 1692, 1684.58, 1606.18, 0, 1835.11, 1826.98, 1741.97, 21.9636
0, 0.00000, 1725.85, 1720.34, 1641.49, 0, 1754.18, 1748.5, 1668.37, 22.0997
0, 0.00000, 1761.11, 1757.76, 1678.33, 0, 1669.91, 1666.66, 1591.36, 22.9698
0, 0.00000, 1797.81, 1796.89, 1716.74, 0, 1582.27, 1581.4, 1510.88, 24.4516
0, 0.00000, 1836, 1837.86, 1756.79, 0, 1491.13, 1492.57, 1426.75, 26.3737
0, 0.00000, 1875.83, 1880.84, 1798.6, 0, 1396.24, 1399.91, 1338.72, 28.5551
0, 0.00000, 1917.37, 1925.97, 1842.25, 0, 1297.48, 1303.25, 1246.61, 30.8185
0, 0.00000, 1960.76, 1973.46, 1887.85, 0, 1194.7, 1202.4, 1150.25, 32.9952
0, 0.00000, 2006.12, 2023.54, 1935.51, 0, 1087.76, 1097.17, 1049.45, 34.9164
0, 0.00000, 2053.57, 2076.44, 1985.32, 0, 976.712, 987.559, 944.229, 36.403
0, 0.00000, 2103.25, 2132.44, 2037.36, 0, 861.757, 873.693, 834.74, 37.261
0, 0.00000, 2155.43, 2192.51, 2091.51, 0, 743.479, 756.27, 721.407, 37.7746
0, 0.00000, 2210.79, 2257.19, 2147.81, 0, 623.489, 636.586, 605.717, 37.4935
0, 0.00000, 2268.81, 2327.73, 2206.89, 0, 504.964, 518.096, 491.203, 36.1515
0, 0.00000, 2336.45, 2404.62, 2273.39, 0, 397.82, 409.449, 387.087, 32.8823
0, 0.00000, 2410.22, 2486.02, 2351.43, 0, 322.423, 332.56, 314.551, 28.8977
0, 0.00000, 2487.36, 2572.78, 2435.4, 0, 317.051, 327.934, 310.417, 30.5919
0, 0.00000, 2562.65, 2666.02, 2519.09, 0, 397.409, 413.432, 390.643, 42.325
0, 0.00000, 1632.2, 1618.81, 1542.96, 0, 1999.44, 1983.22, 1890.15, 22.6262
0, 0.00000, 1663.88, 1651.81, 1575.8, 0, 1924.79, 1910.74, 1822.82, 20.9493
0, 0.00000, 1696.76, 1686.17, 1609.95, 0, 1847.44, 1835.81, 1752.85, 20.2738
0, 0.00000, 1730.99, 1722.05, 1645.56, 0, 1767.03, 1757.83, 1679.76, 20.4516
0, 0.00000, 1766.58, 1759.53, 1682.66, 0, 1683.54, 1676.74, 1603.5, 21.4434
0, 0.00000, 1803.65, 1798.74, 1721.36, 0, 1596.74, 1592.32, 1523.84, 23.1042
0, 0.00000, 1842.27, 1839.79, 1761.73, 0, 1506.55, 1504.45, 1440.64, 25.238
0, 0.00000, 1882.57, 1882.86, 1803.9, 0, 1412.77, 1412.92, 1353.69, 27.6481
0, 0.00000, 1924.67, 1928.11, 1847.96, 0, 1315.29, 1317.59, 1262.84, 30.1539
0, 0.00000, 1968.65, 1975.69, 1893.98, 0, 1214.12, 1218.42, 1168.04, 32.5884
0, 0.00000, 2014.67, 2025.87, 1942.11, 0, 1109.18, 1115.3, 1069.2, 34.7951
0, 0.00000, 2062.88, 2078.85, 1992.42, 0, 1000.69, 1008.41, 966.489, 36.6133
0, 0.00000, 2113.44, 2134.95, 2045.01, 0, 889.089, 898.117, 860.28, 37.8939
0, 0.00000, 2166.66, 2195.11, 2099.74, 0, 775.406, 785.583, 751.429, 38.9637
0, 0.00000, 2223.3, 2259.8, 2156.76, 0, 661.89, 672.774, 642.08, 39.4295
0, 0.00000, 2282.78, 2330.52, 2216.77, 0, 552.75, 564.336, 536.787, 39.2998
0, 0.00000, 2354.49, 2406.14, 2284.97, 0, 459.496, 469.602, 445.93, 37.2327
0, 0.00000, 2429.61, 2487.4, 2365.36, 0, 399.161, 408.65, 388.597, 34.7985
0, 0.00000, 2509.16, 2573.58, 2450.01, 0, 399.451, 409.697, 390.022, 37.5178
0, 0.00000, 2585.01, 2668.01, 2532.34, 0, 470.623, 485.718, 461.022, 49.9549
0, 0.00000, 1636.29, 1620.1, 1546.15, 0, 2011.95, 1992.24, 1901.14, 21.0998
0, 0.00000, 1668.23, 1653.17, 1579.2, 0, 1937.9, 1920.31, 1834.4, 19.2966
0, 0.00000, 1701.41, 1687.59, 1613.58, 0, 1861.23, 1846.03, 1765.09, 18.5655
0, 0.00000, 1735.94, 1723.54, 1649.43, 0, 1781.61, 1768.8, 1692.77, 18.7875
0, 0.00000, 1771.89, 1761.1, 1686.82, 0, 1698.96, 1688.53, 1617.33, 19.9177
0, 0.00000, 1809.34, 1800.38, 1725.81, 0, 1613.17, 1605.1, 1538.64, 21.7788
0, 0.00000, 1848.4, 1841.52, 1766.52, 0, 1524.1, 1518.35, 1456.54, 24.1444
0, 0.00000, 1889.18, 1884.66, 1809.04, 0, 1431.68, 1428.19, 1370.91, 26.7995
0, 0.00000, 1931.79, 1929.98, 1853.49, 0, 1335.83, 1334.52, 1281.64, 29.5607
0, 0.00000, 1976.36, 1977.64, 1899.94, 0, 1236.59, 1237.34, 1188.75, 32.2683
0, 0.00000, 2023.04, 2027.87, 1948.52, 0, 1134.09, 1136.76, 1092.29, 34.7789
0, 0.00000, 2071.99, 2080.91, 1999.34, 0, 1028.67, 1033.06, 992.572, 36.9547
0, 0.00000, 2123.41, 2137.06, 2052.49, 0, 921.009, 926.909, 890.22, 38.6942
0, 0.00000, 2177.73, 2197.19, 2107.82, 0, 812.617, 819.873, 786.492, 40.3499
0, 0.00000, 2235.5, 2261.86, 2165.63, 0, 706.183, 714.528, 684.11, 41.6165
0, 0.00000, 2296.56, 2332.86, 2226.64, 0, 606.708, 616.326, 588.255, 42.7854
0, 0.00000, 2371.39, 2407.05, 2297.66, 0, 526.272, 534.182, 509.863, 41.4758
0, 0.00000, 2448.37, 2487.88, 2379.29, 0, 478.231, 485.941, 464.729, 40.4975
0, 0.00000, 2530.2, 2573.35, 2464.77, 0, 483.425, 491.655, 470.91, 44.1394
0, 0.00000, 2607.38, 2668.49, 2545.27, 0, 548.825, 561.681, 535.75, 58.1041
0, 0.00000, 1640.28, 1621.28, 1549.24, 0, 2025.61, 2002.34, 1913.2, 19.5905
0, 0.00000, 1672.48, 1654.4, 1582.49, 0, 1952.31, 1931.11, 1847.19, 17.639
0, 0.00000, 1705.94, 1688.87, 1617.09, 0, 1876.45, 1857.59, 1778.66, 16.8363
0, 0.00000, 1740.77, 1724.86, 1653.17, 0, 1797.76, 1781.24, 1707.23, 17.1064
0, 0.00000, 1777.06, 1762.48, 1690.82, 0, 1716.14, 1701.97, 1632.8, 18.3952
0, 0.00000, 1814.88, 1801.81, 1730.1, 0, 1631.52, 1619.7, 1555.26, 20.4809
0, 0.00000, 1854.35, 1843, 1771.12, 0, 1543.84, 1534.32, 1474.51, 23.0968
0, 0.00000, 1895.59, 1886.2, 1813.99, 0, 1453, 1445.74, 1390.42, 26.0119
0, 0.00000, 1938.71, 1931.56, 1858.81, 0, 1359.05, 1353.99, 1303.01, 29.04
0, 0.00000, 1983.85, 1979.27, 1905.68, 0, 1262.1, 1259.14, 1212.35, 32.0326
0, 0.00000, 2031.18, 2029.55, 1954.74, 0, 1162.37, 1161.39, 1118.6, 34.8632
0, 0.00000, 2080.87, 2082.61, 2006.06, 0, 1060.43, 1061.28, 1022.28, 37.4174
0, 0.00000, 2133.12, 2138.76, 2059.76, 0, 957.2, 959.705, 924.248, 39.6391
0, 0.00000, 2188.53, 2198.8, 2115.71, 0, 854.558, 858.562, 826.083, 41.9197
0, 0.00000, 2247.4, 2263.38, 2174.33, 0, 755.533, 760.924, 730.968, 44.0152
0, 0.00000, 2311.2, 2333.56, 2236.87, 0, 665.892, 672.412, 644.485, 45.9579
0, 0.00000, 2387.61, 2407.32, 2310.37, 0, 596.794, 601.701, 577.427, 45.64
0, 0.00000, 2466.39, 2487.55, 2393.2, 0, 559.054, 563.837, 542.454, 45.9294
0, 0.00000, 2548.83, 2573.42, 2478.93, 0, 568.438, 573.837, 552.767, 50.9852
0, 0.00000, 2629.19, 2667.55, 2558.52, 0, 630.624, 639.819, 613.674, 66.4451
0, 0.00000, 1644.13, 1622.28, 1552.17, 0, 2040.56, 2013.64, 1926.43, 18.1091
0, 0.00000, 1676.58, 1655.45, 1585.62, 0, 1968.08, 1943.17, 1861.22, 15.9806
0, 0.00000, 1710.34, 1689.99, 1620.46, 0, 1893.1, 1870.48, 1793.54, 15.0836
0, 0.00000, 1745.47, 1726.02, 1656.77, 0, 1815.45, 1795.14, 1723.14, 15.4074
0, 0.00000, 1782.08, 1763.66, 1694.66, 0, 1735.03, 1717.02, 1649.87, 16.881
0, 0.00000, 1820.27, 1803.05, 1734.24, 0, 1651.75, 1636.04, 1573.63, 19.22
0, 0.00000, 1860.15, 1844.28, 1775.57, 0, 1565.61, 1552.18, 1494.39, 22.1075
0, 0.00000, 1901.82, 1887.51, 1818.77, 0, 1476.61, 1465.43, 1412.09, 25.2939
0, 0.00000, 1945.44, 1932.9, 1863.97, 0, 1384.81, 1375.82, 1326.78, 28.5986
0, 0.00000, 1991.13, 1980.62, 1911.24, 0, 1290.45, 1283.57, 1238.64, 31.8843
0, 0.00000, 2039.1, 2030.9, 1960.75, 0, 1193.84, 1188.99, 1147.94, 35.0452
0, 0.00000, 2089.49, 2083.95, 2012.57, 0, 1095.74, 1092.78, 1055.37, 37.9927
0, 0.00000, 2142.57, 2140.06, 2066.82, 0, 997.282, 996.084, 961.996, 40.7116
0, 0.00000, 2199.02, 2199.95, 2123.42, 0, 900.692, 901.061, 869.677, 43.6419
0, 0.00000, 2258.96, 2264.37, 2182.87, 0, 809.163, 811.119, 781.904, 46.5704
0, 0.00000, 2325.87, 2333.52, 2247.2, 0, 729.272, 731.671, 704.597, 49.0342
0, 0.00000, 2403.13, 2406.95, 2322.94, 0, 670.169, 671.191, 647.733, 49.687
0, 0.00000, 2483.61, 2486.48, 2407.06, 0, 641.274, 642.002, 621.504, 51.0613
0, 0.00000, 2566.07, 2572.91, 2492.84, 0, 654.366, 656.02, 635.623, 57.5791
0, 0.00000, 2650.07, 2665.44, 2572.12, 0, 715.148, 719.267, 694.071, 74.895
0, 0.00000, 1647.87, 1623.16, 1554.98, 0, 2056.67, 2026.04, 1940.74, 16.665
0, 0.00000, 1680.56, 1656.35, 1588.61, 0, 1985.13, 1956.43, 1876.44, 14.3265
0, 0.00000, 1714.57, 1690.91, 1623.65, 0, 1911.22, 1884.75, 1809.8, 13.3057
0, 0.00000, 1750, 1726.98, 1660.2, 0, 1834.72, 1810.49, 1740.51, 13.6902
0, 0.00000, 1786.94, 1764.67, 1698.35, 0, 1755.6, 1733.63, 1668.51, 15.3841
0, 0.00000, 1825.47, 1804.06, 1738.18, 0, 1673.87, 1654.15, 1593.77, 18.0071
0, 0.00000, 1865.74, 1845.32, 1779.81, 0, 1589.47, 1571.99, 1516.22, 21.1851
0, 0.00000, 1907.86, 1888.57, 1823.35, 0, 1502.47, 1487.21, 1435.89, 24.6543
0, 0.00000, 1951.95, 1933.96, 1868.91, 0, 1413.06, 1399.97, 1352.91, 28.2403
0, 0.00000, 1998.2, 1981.68, 1916.6, 0, 1321.51, 1310.52, 1267.51, 31.8254
0, 0.00000, 2046.77, 2031.94, 1966.55, 0, 1228.3, 1219.34, 1180.13, 35.3235
0, 0.00000, 2097.86, 2084.94, 2018.87, 0, 1134.31, 1127.26, 1091.57, 38.674
0, 0.00000, 2151.72, 2140.96, 2073.69, 0, 1040.88, 1035.64, 1003.1, 41.8964
0, 0.00000, 2209.19, 2200.65, 2130.94, 0, 950.504, 946.817, 916.783, 45.4893
0, 0.00000, 2270.16, 2264.86, 2191.23, 0, 866.419, 864.415, 836.293, 49.2358
0, 0.00000, 2339.91, 2332.92, 2257.36, 0, 795.808, 793.419, 767.72, 52.2789
0, 0.00000, 2417.91, 2406, 2335.32, 0, 745.755, 742.014, 720.204, 53.5736
0, 0.00000, 2499.93, 2484.72, 2420.83, 0, 724.695, 720.189, 701.662, 56.0152
0, 0.00000, 2582.45, 2571.41, 2506.71, 0, 741.223, 737.966, 719.437, 63.8091
0, 0.00000, 2669.97, 2662.13, 2586.06, 0, 801.768, 799.449, 776.53, 83.2293
0, 0.00000, 1651.48, 1623.89, 1557.65, 0, 2073.97, 2039.53, 1956.13, 15.2767
0, 0.00000, 1684.4, 1657.09, 1591.46, 0, 2003.48, 1970.91, 1892.87, 12.6879
0, 0.00000, 1718.67, 1691.68, 1626.7, 0, 1930.69, 1900.27, 1827.31, 11.5006
0, 0.00000, 1754.39, 1727.77, 1663.47, 0, 1855.49, 1827.24, 1759.27, 11.9579
0, 0.00000, 1791.63, 1765.46, 1701.85, 0, 1777.85, 1751.79, 1688.71, 13.9183
0, 0.00000, 1830.51, 1804.88, 1741.95, 0, 1697.76, 1673.89, 1615.57, 16.8628
0, 0.00000, 1871.16, 1846.14, 1783.88, 0, 1615.25, 1593.57, 1539.87, 20.3488
0, 0.00000, 1913.68, 1889.37, 1827.73, 0, 1530.5, 1510.98, 1461.72, 24.1042
0, 0.00000, 1958.26, 1934.77, 1873.65, 0, 1443.65, 1426.26, 1381.24, 27.9747
0, 0.00000, 2005.03, 1982.46, 1921.75, 0, 1355.12, 1339.8, 1298.81, 31.8601
0, 0.00000, 2054.18, 2032.65, 1972.13, 0, 1265.56, 1252.23, 1214.98, 35.6969
0, 0.00000, 2105.94, 2085.58, 2024.96, 0, 1175.88, 1164.46, 1130.64, 39.4554
0, 0.00000, 2160.57, 2141.47, 2080.34, 0, 1087.67, 1078.01, 1047.25, 43.1763
0, 0.00000, 2218.97, 2200.91, 2138.26, 0, 1003.56, 995.37, 967.002, 47.4109
0, 0.00000, 2280.93, 2264.85, 2199.38, 0, 926.756, 920.236, 893.618, 51.974
0, 0.00000, 2353.28, 2331.79, 2267.36, 0, 864.945, 857.02, 833.344, 55.5819
0, 0.00000, 2431.9, 2404.53, 2347.47, 0, 823.085, 813.733, 794.438, 57.2761
0, 0.00000, 2515.27, 2482.44, 2434.42, 0, 809.031, 798.344, 782.924, 60.5304
0, 0.00000, 2597.97, 2569.08, 2520.48, 0, 828.909, 819.617, 804.176, 69.6581
0, 0.00000, 2688.72, 2657.81, 2600.35, 0, 890.116, 879.871, 860.841, 91.1883
0, 0.00000, 1654.95, 1624.46, 1560.17, 0, 2092.45, 2054.12, 1972.61, 13.9707
0, 0.00000, 1688.1, 1657.68, 1594.16, 0, 2023.08, 1986.52, 1910.43, 11.082
0, 0.00000, 1722.63, 1692.29, 1629.6, 0, 1951.53, 1917.05, 1846.08, 9.66746
0, 0.00000, 1758.61, 1728.38, 1666.57, 0, 1877.74, 1845.36, 1779.41, 10.217
0, 0.00000, 1796.16, 1766.08, 1705.19, 0, 1801.67, 1771.4, 1710.37, 12.5089
0, 0.00000, 1835.36, 1805.48, 1745.54, 0, 1723.39, 1695.24, 1639, 15.812
0, 0.00000, 1876.38, 1846.74, 1787.75, 0, 1642.95, 1616.91, 1565.31, 19.6164
0, 0.00000, 1919.31, 1889.96, 1831.92, 0, 1560.56, 1536.61, 1489.47, 23.6599
0, 0.00000, 1964.33, 1935.31, 1878.19, 0, 1476.47, 1454.58, 1411.69, 27.8102
0, 0.00000, 2011.6, 1982.95, 1926.67, 0, 1391.18, 1371.29, 1332.41, 31.9922
0, 0.00000, 2061.32, 2033.07, 1977.49, 0, 1305.41, 1287.45, 1252.29, 36.1674
0, 0.00000, 2113.72, 2085.89, 2030.81, 0, 1220.22, 1204.08, 1172.33, 40.3327
0, 0.00000, 2169.08, 2141.61, 2086.75, 0, 1137.31, 1122.85, 1094.11, 44.5434
0, 0.00000, 2228.36, 2200.77, 2145.38, 0, 1059.42, 1046.27, 1019.91, 49.4081
0, 0.00000, 2291.28, 2264.37, 2207.32, 0, 989.685, 978.078, 953.421, 54.7566
0, 0.00000, 2365.94, 2330.19, 2277.14, 0, 936.206, 922.011, 901.045, 58.9317
0, 0.00000, 2445.06, 2402.6, 2359.33, 0, 901.817, 886.05, 870.141, 60.7889
0, 0.00000, 2529.57, 2479.73, 2447.68, 0, 894.072, 876.445, 865.146, 64.6086
0, 0.00000, 2613.13, 2565.78, 2533.32, 0, 917.479, 900.859, 889.505, 75.7373
0, 0.00000, 2706.3, 2652.64, 2614.77, 0, 979.834, 960.388, 946.671, 99.0058
0, 0.00000, 1658.29, 1624.9, 1562.57, 0, 2112.05, 2069.73, 1990.11, 12.7805
0, 0.00000, 1691.65, 1658.11, 1596.7, 0, 2043.91, 2003.28, 1929.13, 9.54188
0, 0.00000, 1726.42, 1692.71, 1632.33, 0, 1973.71, 1935.07, 1866.08, 7.80711
0, 0.00000, 1762.67, 1728.81, 1669.52, 0, 1901.41, 1864.78, 1800.86, 8.48351
0, 0.00000, 1800.5, 1766.49, 1708.34, 0, 1827.06, 1792.45, 1733.5, 11.1926
0, 0.00000, 1840.02, 1805.88, 1748.94, 0, 1750.71, 1718.12, 1664, 14.8881
0, 0.00000, 1881.38, 1847.1, 1791.42, 0, 1672.47, 1641.9, 1592.45, 19.0123
0, 0.00000, 1924.72, 1890.3, 1835.91, 0, 1592.57, 1564, 1519.05, 23.3367
0, 0.00000, 1970.16, 1935.59, 1882.5, 0, 1511.41, 1484.8, 1444.13, 27.7575
0, 0.00000, 2017.91, 1983.16, 1931.36, 0, 1429.51, 1404.8, 1368.16, 32.2285
0, 0.00000, 2068.18, 2033.18, 1982.62, 0, 1347.65, 1324.77, 1291.87, 36.7369
0, 0.00000, 2121.18, 2085.85, 2036.41, 0, 1267.07, 1245.9, 1216.41, 41.303
0, 0.00000, 2177.26, 2141.38, 2092.93, 0, 1189.5, 1169.81, 1143.39, 45.9894
0, 0.00000, 2237.35, 2200.22, 2152.26, 0, 1117.75, 1099.16, 1075.18, 51.481
0, 0.00000, 2301.43, 2263.15, 2215.24, 0, 1054.97, 1037.41, 1015.43, 57.326
0, 0.00000, 2377.79, 2328.19, 2286.77, 0, 1009.2, 988.057, 970.511, 62.2765
0, 0.00000, 2457.36, 2400.27, 2370.83, 0, 981.678, 958.75, 947.081, 64.1228
0, 0.00000, 2542.45, 2477.13, 2460.26, 0, 979.687, 954.404, 948.032, 68.8462
0, 0.00000, 2627.55, 2561.79, 2545.83, 0, 1006.81, 981.634, 975.54, 81.857
0, 0.00000, 2722.48, 2646.83, 2629.3, 0, 1070.59, 1040.8, 1033.91, 106.447
0, 0.00000, 1661.5, 1625.19, 1564.82, 0, 2132.75, 2086.36, 2008.62, 11.7546
0, 0.00000, 1695.08, 1658.41, 1599.12, 0, 2065.89, 2021.08, 1948.87, 8.12154
0, 0.00000, 1730.06, 1692.98, 1634.9, 0, 1997.17, 1954.26, 1887.26, 5.92369
0, 0.00000, 1766.56, 1729.06, 1672.28, 0, 1926.48, 1885.47, 1823.6, 6.79129
0, 0.00000, 1804.66, 1766.71, 1711.32, 0, 1853.94, 1814.85, 1758, 10.0297
0, 0.00000, 1844.51, 1806.09, 1752.17, 0, 1779.6, 1742.43, 1690.46, 14.1356
0, 0.00000, 1886.2, 1847.27, 1794.91, 0, 1703.68, 1668.42, 1621.18, 18.5655
