"Hour", "Undervoltages", "Min Voltage", "Overvoltage", "Max Voltage", "Min Bus", "Max Bus", "LV Undervoltages", "Min LV Voltage", "LV Overvoltage", "Max LV Voltage", "Min LV Bus", "Max LV Bus"
0.533333, 0, 1.04969, 0, 1.0497, sourcebus, sourcebus, 0, 1.03636, 0, 1.04906, 778, 1
0.55, 0, 1.04946, 0, 1.04974, sourcebus, sourcebus, 0, 1.02817, 0, 1.04927, 898, 1
0.566667, 0, 1.0496, 0, 1.04983, sourcebus, sourcebus, 0, 1.02921, 110, 1.05013, 899, 617
0.583333, 0, 1.04969, 0, 1.04973, sourcebus, sourcebus, 0, 1.03679, 0, 1.04914, 682, 1
0.6, 0, 1.04953, 0, 1.04976, sourcebus, sourcebus, 0, 1.02901, 0, 1.04933, 611, 1
0.616667, 0, 1.04969, 0, 1.04973, sourcebus, sourcebus, 0, 1.03696, 0, 1.04914, 639, 1
0.633333, 0, 1.0497, 0, 1.04979, sourcebus, sourcebus, 0, 1.03688, 0, 1.04935, 886, 1
0.65, 0, 1.04963, 0, 1.04978, sourcebus, sourcebus, 0, 1.03257, 0, 1.04926, 676, 1
0.666667, 0, 1.04968, 0, 1.04974, sourcebus, sourcebus, 0, 1.03615, 0, 1.04917, 611, 1
0.683333, 0, 1.04959, 0, 1.04975, sourcebus, sourcebus, 0, 1.03181, 0, 1.04913, 611, 1
0.7, 0, 1.04963, 0, 1.0498, sourcebus, sourcebus, 0, 1.03337, 0, 1.0493, 813, 1
0.716667, 0, 1.04965, 0, 1.04979, sourcebus, sourcebus, 0, 1.0363, 0, 1.04934, 899, 1
0.733333, 0, 1.0497, 0, 1.04976, sourcebus, sourcebus, 0, 1.03687, 0, 1.04924, 906, 1
0.75, 0, 1.04969, 0, 1.04974, sourcebus, sourcebus, 0, 1.03843, 0, 1.04918, 701, 1
0.766667, 0, 1.04957, 0, 1.04979, sourcebus, sourcebus, 0, 1.03419, 0, 1.04936, 861, 1
0.783333, 0, 1.04951, 0, 1.04975, sourcebus, sourcebus, 0, 1.03104, 0, 1.04923, 639, 1
0.8, 0, 1.04966, 0, 1.04981, sourcebus, sourcebus, 0, 1.0336, 0, 1.04934, 813, 1
0.816667, 0, 1.04953, 0, 1.04974, sourcebus, sourcebus, 0, 1.02977, 0, 1.04927, 906, 1
0.833333, 0, 1.04964, 0, 1.04975, sourcebus, sourcebus, 0, 1.03349, 0, 1.04914, 886, 1
0.85, 0, 1.0496, 0, 1.04972, sourcebus, sourcebus, 0, 1.03143, 0, 1.04912, 780, 1
0.866667, 0, 1.04957, 0, 1.04975, sourcebus, sourcebus, 0, 1.03069, 0, 1.04911, 813, 1
0.883333, 0, 1.0497, 0, 1.04975, sourcebus, sourcebus, 0, 1.03775, 0, 1.04919, 780, 1
0.9, 0, 1.04956, 0, 1.04976, sourcebus, sourcebus, 0, 1.03028, 0, 1.04929, 562, 1
0.916667, 0, 1.04964, 0, 1.04971, sourcebus, sourcebus, 0, 1.0319, 0, 1.04905, 899, 1
0.933333, 0, 1.04968, 0, 1.04976, sourcebus, sourcebus, 0, 1.03525, 0, 1.04923, 886, 1
0.95, 0, 1.04962, 0, 1.0497, sourcebus, sourcebus, 0, 1.03126, 0, 1.04908, 898, 1
0.966667, 0, 1.04958, 0, 1.04967, sourcebus, sourcebus, 0, 1.03686, 0, 1.04893, 896, 1
0.983333, 0, 1.04966, 0, 1.04983, sourcebus, sourcebus, 0, 1.03523, 0, 1.04939, 899, 1
1, 0, 1.04954, 0, 1.04981, sourcebus, sourcebus, 0, 1.03089, 0, 1.04962, 611, 611
1.01667, 0, 1.04964, 0, 1.04975, sourcebus, sourcebus, 0, 1.03208, 0, 1.04915, 898, 1
1.03333, 0, 1.04964, 0, 1.0497, sourcebus, sourcebus, 0, 1.03437, 0, 1.04905, 780, 1
1.05, 0, 1.04968, 0, 1.04981, sourcebus, sourcebus, 0, 1.03746, 0, 1.04941, 562, 1
1.06667, 0, 1.04965, 0, 1.04974, sourcebus, sourcebus, 0, 1.03446, 0, 1.04917, 562, 1
1.08333, 0, 1.04963, 0, 1.04972, sourcebus, sourcebus, 0, 1.0344, 0, 1.04908, 563, 1
1.1, 0, 1.04958, 0, 1.04979, sourcebus, sourcebus, 0, 1.02716, 0, 1.04931, 676, 1
1.11667, 0, 1.04961, 0, 1.04973, sourcebus, sourcebus, 0, 1.03226, 0, 1.0492, 906, 1
1.13333, 0, 1.04964, 0, 1.04973, sourcebus, sourcebus, 0, 1.03494, 0, 1.04917, 611, 1
1.15, 0, 1.04973, 0, 1.04982, sourcebus, sourcebus, 0, 1.03652, 0, 1.04943, 898, 1
1.16667, 0, 1.04958, 0, 1.04973, sourcebus, sourcebus, 0, 1.03105, 0, 1.04907, 611, 1
1.18333, 0, 1.04967, 0, 1.04982, sourcebus, sourcebus, 0, 1.03515, 0, 1.04941, 900, 1
1.2, 0, 1.04966, 0, 1.04983, sourcebus, sourcebus, 0, 1.03563, 0, 1.04946, 502, 1
1.21667, 0, 1.04962, 0, 1.04979, sourcebus, sourcebus, 0, 1.03117, 0, 1.04926, 682, 1
1.23333, 0, 1.04964, 0, 1.04977, sourcebus, sourcebus, 0, 1.03954, 0, 1.04932, 900, 1
1.25, 0, 1.0496, 0, 1.0497, sourcebus, sourcebus, 0, 1.03138, 0, 1.04907, 502, 1
1.26667, 0, 1.0497, 0, 1.04973, sourcebus, sourcebus, 0, 1.03332, 0, 1.04913, 835, 1
1.28333, 0, 1.04953, 0, 1.04973, sourcebus, sourcebus, 0, 1.02808, 0, 1.04905, 898, 1
1.3, 0, 1.04971, 0, 1.04978, sourcebus, sourcebus, 0, 1.03703, 0, 1.04927, 619, 1
1.31667, 0, 1.04958, 0, 1.04975, sourcebus, sourcebus, 0, 1.02785, 0, 1.0492, 898, 1
1.33333, 0, 1.04958, 0, 1.04981, sourcebus, sourcebus, 0, 1.02763, 157, 1.05061, 886, 868
1.35, 0, 1.04954, 0, 1.04979, sourcebus, sourcebus, 0, 1.02868, 0, 1.04921, 755, 1
1.36667, 0, 1.04972, 0, 1.04974, sourcebus, sourcebus, 0, 1.03939, 0, 1.04919, 898, 1
1.38333, 0, 1.04964, 0, 1.04968, sourcebus, sourcebus, 0, 1.03748, 0, 1.04901, 639, 1
1.4, 0, 1.04945, 0, 1.04974, sourcebus, sourcebus, 0, 1.02731, 0, 1.04918, 563, 1
1.41667, 0, 1.04961, 0, 1.04965, sourcebus, sourcebus, 0, 1.03529, 0, 1.04887, 614, 1
1.43333, 0, 1.04965, 0, 1.04972, sourcebus, sourcebus, 0, 1.03149, 0, 1.04912, 780, 1
1.45, 0, 1.04963, 0, 1.04975, sourcebus, sourcebus, 0, 1.03092, 0, 1.04915, 886, 1
1.46667, 0, 1.04965, 0, 1.04976, sourcebus, sourcebus, 0, 1.034, 0, 1.04924, 676, 1
1.48333, 0, 1.04962, 0, 1.04973, sourcebus, sourcebus, 0, 1.03554, 0, 1.04909, 886, 1
1.5, 0, 1.04956, 0, 1.04974, sourcebus, sourcebus, 0, 1.02661, 0, 1.04919, 676, 1
1.51667, 0, 1.04964, 0, 1.04982, sourcebus, sourcebus, 0, 1.03279, 110, 1.05017, 611, 611
1.53333, 0, 1.04961, 0, 1.04972, sourcebus, sourcebus, 0, 1.03157, 0, 1.04915, 563, 1
1.55, 0, 1.04965, 0, 1.0498, sourcebus, sourcebus, 0, 1.03419, 0, 1.04934, 563, 1
1.56667, 0, 1.04966, 0, 1.04976, sourcebus, sourcebus, 0, 1.03424, 0, 1.04927, 899, 1
1.58333, 0, 1.0496, 0, 1.04982, sourcebus, sourcebus, 0, 1.02641, 67, 1.05012, 906, 868
1.6, 0, 1.04962, 0, 1.04978, sourcebus, sourcebus, 0, 1.03312, 0, 1.04931, 562, 1
1.61667, 0, 1.04967, 0, 1.04981, sourcebus, sourcebus, 0, 1.03625, 0, 1.04936, 676, 1
1.63333, 0, 1.04966, 0, 1.04977, sourcebus, sourcebus, 0, 1.03529, 0, 1.04931, 562, 1
1.65, 0, 1.04968, 0, 1.04979, sourcebus, sourcebus, 0, 1.03556, 0, 1.04929, 886, 1
1.66667, 0, 1.04964, 0, 1.04977, sourcebus, sourcebus, 0, 1.03446, 0, 1.04934, 562, 1
1.68333, 0, 1.04968, 0, 1.04984, sourcebus, sourcebus, 0, 1.03602, 0, 1.04949, 562, 1
1.7, 0, 1.04964, 0, 1.04975, sourcebus, sourcebus, 0, 1.03437, 0, 1.04917, 563, 1
1.71667, 0, 1.04968, 0, 1.04976, sourcebus, sourcebus, 0, 1.03769, 0, 1.04927, 563, 1
1.73333, 0, 1.04955, 0, 1.04971, sourcebus, sourcebus, 0, 1.03029, 0, 1.04899, 900, 1
1.75, 0, 1.04967, 0, 1.04974, sourcebus, sourcebus, 0, 1.03666, 0, 1.04914, 817, 1
1.76667, 0, 1.04952, 0, 1.04975, sourcebus, sourcebus, 0, 1.0276, 0, 1.04926, 900, 1
1.78333, 0, 1.04962, 0, 1.04972, sourcebus, sourcebus, 0, 1.03283, 0, 1.04905, 611, 1
1.8, 0, 1.04974, 0, 1.0498, sourcebus, sourcebus, 0, 1.04043, 0, 1.04935, 639, 1
1.81667, 0, 1.04961, 0, 1.0498, sourcebus, sourcebus, 0, 1.03244, 0, 1.04963, 676, 604
1.83333, 0, 1.04961, 0, 1.04981, sourcebus, sourcebus, 0, 1.0338, 0, 1.04941, 611, 1
1.85, 0, 1.04966, 0, 1.04983, sourcebus, sourcebus, 0, 1.03536, 0, 1.04961, 898, 562
1.86667, 0, 1.04962, 0, 1.04982, sourcebus, sourcebus, 0, 1.02938, 0, 1.04933, 682, 1
1.88333, 0, 1.04961, 0, 1.04972, sourcebus, sourcebus, 0, 1.02911, 0, 1.04905, 886, 1
1.9, 0, 1.04961, 0, 1.04968, sourcebus, sourcebus, 0, 1.03415, 0, 1.04899, 780, 1
1.91667, 0, 1.04974, 0, 1.04974, sourcebus, sourcebus, 0, 1.03889, 0, 1.04918, 835, 1
1.93333, 0, 1.04959, 0, 1.04979, sourcebus, sourcebus, 0, 1.03121, 0, 1.04933, 906, 1
1.95, 0, 1.04957, 0, 1.04977, sourcebus, sourcebus, 0, 1.03112, 0, 1.04929, 611, 1
1.96667, 0, 1.04967, 0, 1.04974, sourcebus, sourcebus, 0, 1.03624, 0, 1.04921, 906, 1
1.98333, 0, 1.0495, 0, 1.04964, sourcebus, sourcebus, 0, 1.02833, 0, 1.0489, 899, 1
2, 0, 1.04964, 0, 1.0498, sourcebus, sourcebus, 0, 1.03256, 0, 1.04939, 896, 1
2.01667, 0, 1.04964, 0, 1.04982, sourcebus, sourcebus, 0, 1.03352, 0, 1.04936, 861, 1
2.03333, 0, 1.04965, 0, 1.04972, sourcebus, sourcebus, 0, 1.03333, 0, 1.04913, 898, 1
2.05, 0, 1.04972, 0, 1.04976, sourcebus, sourcebus, 0, 1.03943, 0, 1.04922, 886, 1
2.06667, 0, 1.04956, 0, 1.04967, sourcebus, sourcebus, 0, 1.0276, 0, 1.04898, 611, 1
2.08333, 0, 1.04963, 0, 1.04978, sourcebus, sourcebus, 0, 1.03305, 0, 1.04934, 861, 1
2.1, 0, 1.0495, 0, 1.04974, sourcebus, sourcebus, 0, 1.02954, 0, 1.04922, 502, 1
2.11667, 0, 1.04967, 0, 1.04977, sourcebus, sourcebus, 0, 1.03911, 0, 1.04931, 611, 1
2.13333, 0, 1.04972, 0, 1.04978, sourcebus, sourcebus, 0, 1.0367, 0, 1.04932, 886, 1
2.15, 0, 1.04969, 0, 1.04977, sourcebus, sourcebus, 0, 1.03871, 0, 1.04928, 502, 1
2.16667, 0, 1.04964, 0, 1.04972, sourcebus, sourcebus, 0, 1.03786, 0, 1.04913, 682, 1
2.18333, 0, 1.04972, 0, 1.04974, sourcebus, sourcebus, 0, 1.03847, 0, 1.04917, 780, 1
2.2, 0, 1.04957, 0, 1.04968, sourcebus, sourcebus, 0, 1.03293, 0, 1.04901, 676, 1
2.21667, 0, 1.0497, 0, 1.04972, sourcebus, sourcebus, 0, 1.03727, 0, 1.04912, 611, 1
2.23333, 0, 1.04968, 0, 1.04974, sourcebus, sourcebus, 0, 1.03417, 0, 1.04917, 899, 1
2.25, 0, 1.04972, 0, 1.04983, sourcebus, sourcebus, 0, 1.03599, 0, 1.04942, 886, 1
2.26667, 0, 1.04955, 0, 1.0498, sourcebus, sourcebus, 0, 1.02436, 0, 1.04969, 899, 682
2.28333, 0, 1.04958, 0, 1.04975, sourcebus, sourcebus, 0, 1.03105, 0, 1.04928, 502, 1
2.3, 0, 1.04959, 0, 1.04975, sourcebus, sourcebus, 0, 1.03031, 0, 1.04913, 906, 1
2.31667, 0, 1.04966, 0, 1.04973, sourcebus, sourcebus, 0, 1.03412, 0, 1.04913, 835, 1
2.33333, 0, 1.0496, 0, 1.04974, sourcebus, sourcebus, 0, 1.03048, 0, 1.0492, 562, 1
2.35, 0, 1.04966, 0, 1.04971, sourcebus, sourcebus, 0, 1.03431, 0, 1.04909, 562, 1
2.36667, 0, 1.0496, 0, 1.04974, sourcebus, sourcebus, 0, 1.03106, 0, 1.04909, 899, 1
2.38333, 0, 1.04967, 0, 1.04972, sourcebus, sourcebus, 0, 1.03314, 0, 1.04911, 886, 1
2.4, 0, 1.04955, 0, 1.04978, sourcebus, sourcebus, 0, 1.02669, 0, 1.04932, 900, 1
2.41667, 0, 1.04963, 0, 1.04983, sourcebus, sourcebus, 0, 1.03474, 0, 1.04946, 900, 1
2.43333, 0, 1.04954, 0, 1.04974, sourcebus, sourcebus, 0, 1.03117, 0, 1.04926, 611, 1
2.45, 0, 1.04958, 0, 1.04981, sourcebus, sourcebus, 0, 1.02729, 110, 1.05059, 682, 604
2.46667, 0, 1.04969, 0, 1.04979, sourcebus, sourcebus, 0, 1.03816, 0, 1.04935, 898, 1
2.48333, 0, 1.04968, 0, 1.04972, sourcebus, sourcebus, 0, 1.03535, 0, 1.04914, 611, 1
2.5, 0, 1.04964, 0, 1.04977, sourcebus, sourcebus, 0, 1.03649, 0, 1.04927, 639, 1
2.51667, 0, 1.0497, 0, 1.04978, sourcebus, sourcebus, 0, 1.03872, 0, 1.04927, 861, 1
2.53333, 0, 1.0497, 0, 1.04977, sourcebus, sourcebus, 0, 1.03905, 0, 1.04924, 835, 1
2.55, 0, 1.04959, 0, 1.04976, sourcebus, sourcebus, 0, 1.02779, 0, 1.04928, 502, 1
2.56667, 0, 1.04954, 0, 1.04979, sourcebus, sourcebus, 0, 1.02716, 0, 1.04942, 898, 1
2.58333, 0, 1.04969, 0, 1.04981, sourcebus, sourcebus, 0, 1.03621, 0, 1.04942, 502, 1
2.6, 0, 1.04961, 0, 1.04971, sourcebus, sourcebus, 0, 1.03179, 0, 1.04905, 906, 1
2.61667, 0, 1.04956, 0, 1.04977, sourcebus, sourcebus, 0, 1.03268, 0, 1.04926, 676, 1
2.63333, 0, 1.0497, 0, 1.04971, sourcebus, sourcebus, 0, 1.03895, 0, 1.04907, 835, 1
2.65, 0, 1.04952, 0, 1.04966, sourcebus, sourcebus, 0, 1.02732, 0, 1.04887, 611, 1
2.66667, 0, 1.04954, 0, 1.04972, sourcebus, sourcebus, 0, 1.03086, 0, 1.04918, 629, 1
2.68333, 0, 1.04957, 0, 1.0498, sourcebus, sourcebus, 0, 1.02993, 0, 1.04938, 502, 1
2.7, 0, 1.04962, 0, 1.04963, sourcebus, sourcebus, 0, 1.03107, 0, 1.04884, 780, 1
2.71667, 0, 1.04969, 0, 1.04977, sourcebus, sourcebus, 0, 1.03339, 0, 1.04927, 780, 1
2.73333, 0, 1.04964, 0, 1.04977, sourcebus, sourcebus, 0, 1.03194, 0, 1.04922, 899, 1
2.75, 0, 1.04954, 0, 1.04972, sourcebus, sourcebus, 0, 1.02744, 0, 1.04913, 562, 1
2.76667, 0, 1.04952, 0, 1.0498, sourcebus, sourcebus, 0, 1.02552, 0, 1.0494, 906, 1
2.78333, 0, 1.04962, 0, 1.04977, sourcebus, sourcebus, 0, 1.03242, 0, 1.04926, 611, 1
2.8, 0, 1.04971, 0, 1.04975, sourcebus, sourcebus, 0, 1.03744, 0, 1.0492, 611, 1
2.81667, 0, 1.04964, 0, 1.04977, sourcebus, sourcebus, 0, 1.03208, 0, 1.0493, 562, 1
2.83333, 0, 1.04977, 0, 1.04983, sourcebus, sourcebus, 0, 1.03958, 0, 1.04944, 702, 1
2.85, 0, 1.04965, 0, 1.04969, sourcebus, sourcebus, 0, 1.0359, 0, 1.04902, 562, 1
2.86667, 0, 1.04968, 0, 1.04977, sourcebus, sourcebus, 0, 1.03324, 0, 1.04926, 886, 1
2.88333, 0, 1.04971, 0, 1.0498, sourcebus, sourcebus, 0, 1.0338, 0, 1.04937, 886, 1
2.9, 0, 1.04961, 0, 1.04981, sourcebus, sourcebus, 0, 1.02812, 0, 1.04933, 899, 1
2.91667, 0, 1.04958, 0, 1.04977, sourcebus, sourcebus, 0, 1.03254, 0, 1.04924, 886, 1
2.93333, 0, 1.0496, 0, 1.04971, sourcebus, sourcebus, 0, 1.03444, 0, 1.04909, 899, 1
2.95, 0, 1.04948, 0, 1.04986, sourcebus, sourcebus, 0, 1.02545, 900, 1.05496, 817, 562
2.96667, 0, 1.04957, 0, 1.04967, sourcebus, sourcebus, 0, 1.02925, 0, 1.04893, 899, 1
2.98333, 0, 1.04965, 0, 1.04981, sourcebus, sourcebus, 0, 1.03505, 0, 1.04939, 906, 1
3, 0, 1.04967, 0, 1.04969, sourcebus, sourcebus, 0, 1.03118, 0, 1.049, 886, 1
3.01667, 0, 1.04965, 0, 1.04974, sourcebus, sourcebus, 0, 1.03723, 0, 1.04921, 906, 1
3.03333, 0, 1.04955, 0, 1.04974, sourcebus, sourcebus, 0, 1.02892, 0, 1.04919, 817, 1
3.05, 0, 1.04962, 0, 1.04985, sourcebus, sourcebus, 0, 1.0307, 514, 1.05161, 502, 611
3.06667, 0, 1.04958, 0, 1.04979, sourcebus, sourcebus, 0, 1.02795, 0, 1.04925, 886, 1
3.08333, 0, 1.04963, 0, 1.04973, sourcebus, sourcebus, 0, 1.03053, 0, 1.04909, 682, 1
3.1, 0, 1.04957, 0, 1.0498, sourcebus, sourcebus, 0, 1.02744, 0, 1.04931, 900, 1
3.11667, 0, 1.04965, 0, 1.04981, sourcebus, sourcebus, 0, 1.03621, 0, 1.04938, 898, 1
3.13333, 0, 1.04959, 0, 1.04978, sourcebus, sourcebus, 0, 1.02864, 0, 1.04921, 639, 1
3.15, 0, 1.04962, 0, 1.04982, sourcebus, sourcebus, 0, 1.02589, 0, 1.04936, 899, 1
3.16667, 0, 1.04961, 0, 1.04971, sourcebus, sourcebus, 0, 1.03347, 0, 1.0491, 562, 1
3.18333, 0, 1.0497, 0, 1.04977, sourcebus, sourcebus, 0, 1.03638, 0, 1.04927, 611, 1
3.2, 0, 1.04966, 0, 1.04977, sourcebus, sourcebus, 0, 1.0321, 0, 1.04924, 835, 1
3.21667, 0, 1.04961, 0, 1.04979, sourcebus, sourcebus, 0, 1.03179, 0, 1.04936, 898, 1
3.23333, 0, 1.04961, 0, 1.04972, sourcebus, sourcebus, 0, 1.03364, 0, 1.04912, 899, 1
3.25, 0, 1.04967, 0, 1.04978, sourcebus, sourcebus, 0, 1.03577, 0, 1.0493, 886, 1
3.26667, 0, 1.04952, 0, 1.04967, sourcebus, sourcebus, 0, 1.03203, 0, 1.04892, 898, 1
3.28333, 0, 1.04969, 0, 1.04973, sourcebus, sourcebus, 0, 1.03828, 0, 1.04913, 755, 1
3.3, 0, 1.04966, 0, 1.04979, sourcebus, sourcebus, 0, 1.03247, 0, 1.04932, 899, 1
3.31667, 0, 1.04951, 0, 1.04978, sourcebus, sourcebus, 0, 1.0242, 0, 1.04936, 611, 1
3.33333, 0, 1.04941, 0, 1.04975, sourcebus, sourcebus, 0, 1.01693, 137, 1.05071, 563, 562
3.35, 0, 1.04952, 0, 1.04975, sourcebus, sourcebus, 0, 1.02249, 0, 1.0491, 639, 1
3.36667, 0, 1.04967, 0, 1.04973, sourcebus, sourcebus, 0, 1.03785, 0, 1.04914, 614, 1
3.38333, 0, 1.04974, 0, 1.04977, sourcebus, sourcebus, 0, 1.03909, 0, 1.04927, 861, 1
3.4, 0, 1.04961, 0, 1.04972, sourcebus, sourcebus, 0, 1.03139, 0, 1.04907, 886, 1
3.41667, 0, 1.0497, 0, 1.04978, sourcebus, sourcebus, 0, 1.03495, 0, 1.04926, 611, 1
3.43333, 0, 1.04962, 0, 1.0498, sourcebus, sourcebus, 0, 1.03193, 0, 1.04931, 502, 1
3.45, 0, 1.04955, 0, 1.04973, sourcebus, sourcebus, 0, 1.02722, 0, 1.04919, 611, 1
3.46667, 0, 1.04954, 0, 1.04973, sourcebus, sourcebus, 0, 1.02598, 0, 1.04909, 886, 1
3.48333, 0, 1.04966, 0, 1.04976, sourcebus, sourcebus, 0, 1.03605, 0, 1.04926, 682, 1
3.5, 0, 1.04963, 0, 1.04971, sourcebus, sourcebus, 0, 1.02773, 0, 1.04911, 886, 1
3.51667, 0, 1.04958, 0, 1.04976, sourcebus, sourcebus, 0, 1.03091, 0, 1.04926, 619, 1
3.53333, 0, 1.04954, 0, 1.04974, sourcebus, sourcebus, 0, 1.02879, 0, 1.04923, 611, 1
3.55, 0, 1.04975, 0, 1.0498, sourcebus, sourcebus, 0, 1.03902, 0, 1.04936, 676, 1
3.56667, 0, 1.04949, 0, 1.04975, sourcebus, sourcebus, 0, 1.02536, 0, 1.04907, 886, 1
3.58333, 0, 1.04967, 0, 1.04975, sourcebus, sourcebus, 0, 1.03618, 0, 1.04923, 562, 1
3.6, 0, 1.04959, 0, 1.04976, sourcebus, sourcebus, 0, 1.03245, 0, 1.04926, 780, 1
3.61667, 0, 1.04952, 0, 1.0496, sourcebus, sourcebus, 0, 1.0312, 0, 1.04874, 562, 1
3.63333, 0, 1.04962, 0, 1.0497, sourcebus, sourcebus, 0, 1.03358, 0, 1.04908, 906, 1
3.65, 0, 1.04959, 0, 1.04967, sourcebus, sourcebus, 0, 1.03336, 0, 1.04892, 835, 1
3.66667, 0, 1.04959, 0, 1.04975, sourcebus, sourcebus, 0, 1.02788, 0, 1.04918, 899, 1
3.68333, 0, 1.04971, 0, 1.04978, sourcebus, sourcebus, 0, 1.03775, 0, 1.04931, 898, 1
3.7, 0, 1.04972, 0, 1.04979, sourcebus, sourcebus, 0, 1.03928, 0, 1.04934, 898, 1
3.71667, 0, 1.04957, 0, 1.04972, sourcebus, sourcebus, 0, 1.02749, 0, 1.04908, 682, 1
3.73333, 0, 1.04959, 0, 1.04977, sourcebus, sourcebus, 0, 1.03314, 0, 1.04928, 906, 1
3.75, 0, 1.04967, 0, 1.04974, sourcebus, sourcebus, 0, 1.03536, 0, 1.04921, 611, 1
3.76667, 0, 1.04959, 0, 1.04981, sourcebus, sourcebus, 0, 1.031, 0, 1.04944, 900, 1
3.78333, 0, 1.04965, 0, 1.04976, sourcebus, sourcebus, 0, 1.03694, 0, 1.04927, 563, 1
3.8, 0, 1.0496, 0, 1.04977, sourcebus, sourcebus, 0, 1.0295, 0, 1.04933, 562, 1
3.81667, 0, 1.0495, 0, 1.04968, sourcebus, sourcebus, 0, 1.0303, 0, 1.04899, 502, 1
3.83333, 0, 1.04964, 0, 1.04978, sourcebus, sourcebus, 0, 1.0351, 0, 1.04928, 778, 1
3.85, 0, 1.04962, 0, 1.04968, sourcebus, sourcebus, 0, 1.02927, 0, 1.04899, 502, 1
3.86667, 0, 1.04968, 0, 1.04977, sourcebus, sourcebus, 0, 1.03676, 0, 1.04929, 629, 1
3.88333, 0, 1.04965, 0, 1.04974, sourcebus, sourcebus, 0, 1.03585, 0, 1.04913, 899, 1
3.9, 0, 1.04962, 0, 1.04981, sourcebus, sourcebus, 0, 1.02982, 0, 1.04932, 899, 1
