hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 0.00000, 209.742, 210.375, 211.503, 0, 723.518, 725.699, 729.592, 7.89327
0, 0.00000, 209.969, 210.602, 211.736, 0, 719.543, 721.71, 725.599, 7.86955
0, 0.00000, 210.195, 210.829, 211.969, 0, 715.563, 717.716, 721.6, 7.84558
0, 0.00000, 210.421, 211.055, 212.201, 0, 711.58, 713.721, 717.598, 7.82009
0, 0.00000, 210.646, 211.282, 212.435, 0, 707.578, 709.708, 713.577, 7.7949
0, 0.00000, 210.872, 211.509, 212.668, 0, 703.566, 705.685, 709.551, 7.7778
0, 0.00000, 211.097, 211.735, 212.902, 0, 699.545, 701.654, 705.518, 7.7603
0, 0.00000, 211.322, 211.961, 213.135, 0, 695.51, 697.608, 701.469, 7.7424
0, 0.00000, 211.547, 212.187, 213.368, 0, 691.469, 693.556, 697.414, 7.72417
0, 0.00000, 211.773, 212.413, 213.601, 0, 687.415, 689.491, 693.346, 7.70554
0, 0.00000, 212, 212.638, 213.834, 0, 683.356, 685.415, 689.267, 7.68136
0, 0.00000, 212.227, 212.863, 214.067, 0, 679.288, 681.327, 685.178, 7.654
0, 0.00000, 212.454, 213.088, 214.3, 0, 675.206, 677.224, 681.073, 7.62628
0, 0.00000, 212.68, 213.313, 214.532, 0, 671.122, 673.121, 676.967, 7.59825
0, 0.00000, 212.907, 213.539, 214.765, 0, 667.019, 668.999, 672.84, 7.56841
0, 0.00000, 213.133, 213.764, 214.997, 0, 662.911, 664.873, 668.708, 7.53837
0, 0.00000, 213.359, 213.989, 215.229, 0, 658.792, 660.736, 664.565, 7.50803
0, 0.00000, 213.585, 214.213, 215.46, 0, 654.663, 656.59, 660.412, 7.47741
0, 0.00000, 213.81, 214.438, 215.692, 0, 650.521, 652.429, 656.245, 7.44644
0, 0.00000, 214.036, 214.662, 215.923, 0, 646.372, 648.262, 652.071, 7.41521
0, 0.00000, 214.262, 214.886, 216.155, 0, 642.204, 644.077, 647.879, 7.38361
0, 0.00000, 214.487, 215.11, 216.387, 0, 638.034, 639.887, 643.682, 7.35175
0, 0.00000, 214.711, 215.333, 216.62, 0, 633.853, 635.689, 639.48, 7.32452
0, 0.00000, 214.936, 215.556, 216.853, 0, 629.658, 631.477, 635.267, 7.30336
0, 0.00000, 215.162, 215.779, 217.086, 0, 625.454, 627.252, 631.042, 7.27814
0, 0.00000, 215.388, 216.001, 217.318, 0, 621.248, 623.022, 626.812, 7.24994
0, 0.00000, 215.613, 216.223, 217.55, 0, 617.027, 618.777, 622.567, 7.22131
0, 0.00000, 215.839, 216.445, 217.782, 0, 612.792, 614.519, 618.308, 7.1923
0, 0.00000, 216.064, 216.668, 218.014, 0, 608.553, 610.255, 614.043, 7.16297
0, 0.00000, 216.288, 216.891, 218.245, 0, 604.302, 605.986, 609.767, 7.1301
0, 0.00000, 216.513, 217.115, 218.476, 0, 600.038, 601.704, 605.476, 7.09616
0, 0.00000, 216.74, 217.337, 218.706, 0, 595.768, 597.415, 601.177, 7.06191
0, 0.00000, 216.966, 217.559, 218.936, 0, 591.492, 593.114, 596.868, 7.02063
0, 0.00000, 217.192, 217.78, 219.166, 0, 587.203, 588.798, 592.544, 6.97906
0, 0.00000, 217.418, 218.003, 219.396, 0, 582.907, 584.476, 588.214, 6.93726
0, 0.00000, 217.644, 218.225, 219.625, 0, 578.6, 580.147, 583.871, 6.89309
0, 0.00000, 217.87, 218.448, 219.855, 0, 574.264, 575.788, 579.499, 6.84842
0, 0.00000, 218.095, 218.67, 220.083, 0, 569.936, 571.438, 575.136, 6.80365
0, 0.00000, 218.319, 218.892, 220.309, 0, 565.623, 567.106, 570.786, 6.75709
0, 0.00000, 218.543, 219.114, 220.537, 0, 561.277, 562.741, 566.403, 6.70983
0, 0.00000, 218.769, 219.337, 220.765, 0, 556.901, 558.346, 561.989, 6.66215
0, 0.00000, 218.992, 219.558, 220.992, 0, 552.544, 553.971, 557.595, 6.61449
0, 0.00000, 219.216, 219.779, 221.219, 0, 548.162, 549.57, 553.175, 6.56655
0, 0.00000, 219.44, 220.001, 221.446, 0, 543.757, 545.146, 548.732, 6.51825
0, 0.00000, 219.662, 220.221, 221.671, 0, 539.376, 540.746, 544.314, 6.47003
0, 0.00000, 219.887, 220.443, 221.899, 0, 534.932, 536.283, 539.831, 6.42118
0, 0.00000, 220.109, 220.663, 222.124, 0, 530.517, 531.849, 535.378, 6.37238
0, 0.00000, 220.331, 220.882, 222.349, 0, 526.087, 527.401, 530.91, 6.3234
0, 0.00000, 220.553, 221.101, 222.574, 0, 521.646, 522.941, 526.43, 6.27419
0, 0.00000, 220.775, 221.32, 222.798, 0, 517.196, 518.473, 521.941, 6.22477
0, 0.00000, 220.996, 221.539, 223.022, 0, 512.739, 513.997, 517.445, 6.17517
0, 0.00000, 221.217, 221.756, 223.246, 0, 508.278, 509.517, 512.945, 6.12542
0, 0.00000, 221.438, 221.975, 223.47, 0, 503.775, 504.996, 508.403, 6.07516
0, 0.00000, 221.659, 222.193, 223.694, 0, 499.274, 500.476, 503.862, 6.02474
0, 0.00000, 221.879, 222.41, 223.917, 0, 494.776, 495.959, 499.324, 5.97424
0, 0.00000, 222.098, 222.626, 224.138, 0, 490.284, 491.448, 494.792, 5.9237
0, 0.00000, 222.317, 222.842, 224.36, 0, 485.761, 486.907, 490.229, 5.87278
0, 0.00000, 222.537, 223.059, 224.583, 0, 481.214, 482.341, 485.641, 5.82145
0, 0.00000, 222.756, 223.274, 224.804, 0, 476.68, 477.788, 481.066, 5.77011
0, 0.00000, 222.974, 223.489, 225.025, 0, 472.126, 473.215, 476.472, 5.71855
0, 0.00000, 223.192, 223.704, 225.246, 0, 467.556, 468.626, 471.861, 5.66683
0, 0.00000, 223.411, 223.918, 225.466, 0, 462.974, 464.025, 467.238, 5.61485
0, 0.00000, 223.627, 224.131, 225.685, 0, 458.415, 459.447, 462.637, 5.56297
0, 0.00000, 223.844, 224.344, 225.905, 0, 453.816, 454.829, 457.997, 5.51062
0, 0.00000, 224.061, 224.557, 226.123, 0, 449.214, 450.209, 453.354, 5.45807
0, 0.00000, 224.276, 224.769, 226.342, 0, 444.613, 445.589, 448.711, 5.4054
0, 0.00000, 224.492, 224.981, 226.56, 0, 439.983, 440.941, 444.039, 5.35234
0, 0.00000, 224.707, 225.192, 226.777, 0, 435.361, 436.3, 439.375, 5.29921
0, 0.00000, 224.923, 225.403, 226.994, 0, 430.719, 431.639, 434.69, 5.24577
0, 0.00000, 225.137, 225.614, 227.212, 0, 426.062, 426.963, 429.991, 5.19203
0, 0.00000, 225.351, 225.823, 227.427, 0, 421.421, 422.304, 425.307, 5.13833
0, 0.00000, 225.565, 226.033, 227.643, 0, 416.745, 417.609, 420.588, 5.08417
0, 0.00000, 225.778, 226.242, 227.858, 0, 412.066, 412.912, 415.866, 5.02982
0, 0.00000, 225.991, 226.45, 228.073, 0, 407.386, 408.214, 411.144, 4.97536
0, 0.00000, 226.202, 226.657, 228.286, 0, 402.711, 403.521, 406.425, 4.92083
0, 0.00000, 226.415, 226.865, 228.501, 0, 397.994, 398.786, 401.664, 4.86575
0, 0.00000, 226.626, 227.072, 228.714, 0, 393.289, 394.063, 396.916, 4.81064
0, 0.00000, 226.836, 227.278, 228.926, 0, 388.577, 389.333, 392.16, 4.75536
0, 0.00000, 227.047, 227.484, 229.139, 0, 383.838, 384.576, 387.377, 4.69967
0, 0.00000, 227.257, 227.689, 229.35, 0, 379.102, 379.822, 382.596, 4.64387
0, 0.00000, 227.466, 227.893, 229.561, 0, 374.371, 375.074, 377.822, 4.58802
0, 0.00000, 227.676, 228.098, 229.772, 0, 369.608, 370.294, 373.014, 4.53173
0, 0.00000, 227.884, 228.302, 229.982, 0, 364.841, 365.509, 368.202, 4.47523
0, 0.00000, 228.092, 228.505, 230.191, 0, 360.073, 360.724, 363.389, 4.41863
0, 0.00000, 228.299, 228.706, 230.399, 0, 355.31, 355.944, 358.582, 4.36197
0, 0.00000, 228.506, 228.909, 230.608, 0, 350.518, 351.135, 353.745, 4.3049
0, 0.00000, 228.713, 229.11, 230.816, 0, 345.723, 346.323, 348.905, 4.24766
0, 0.00000, 228.918, 229.31, 231.023, 0, 340.931, 341.514, 344.067, 4.19034
0, 0.00000, 229.124, 229.511, 231.23, 0, 336.111, 336.678, 339.202, 4.13278
0, 0.00000, 229.328, 229.71, 231.435, 0, 331.305, 331.856, 334.352, 4.0756
0, 0.00000, 229.532, 229.909, 231.64, 0, 326.486, 327.021, 329.486, 4.0172
0, 0.00000, 229.736, 230.108, 231.844, 0, 321.643, 322.162, 324.597, 3.95837
0, 0.00000, 229.939, 230.305, 232.048, 0, 316.816, 317.32, 319.724, 3.89962
0, 0.00000, 230.142, 230.503, 232.251, 0, 311.965, 312.454, 314.827, 3.84053
0, 0.00000, 230.344, 230.699, 232.454, 0, 307.113, 307.587, 309.929, 3.78133
0, 0.00000, 230.544, 230.895, 232.655, 0, 302.268, 302.726, 305.037, 3.72213
0, 0.00000, 230.745, 231.09, 232.855, 0, 297.407, 297.851, 300.13, 3.66197
0, 0.00000, 230.945, 231.284, 233.055, 0, 292.54, 292.969, 295.216, 3.60132
0, 0.00000, 231.145, 231.478, 233.255, 0, 287.662, 288.077, 290.291, 3.54066
0, 0.00000, 231.344, 231.671, 233.453, 0, 282.783, 283.182, 285.363, 3.48018
0, 0.00000, 231.542, 231.863, 233.651, 0, 277.909, 278.293, 280.443, 3.41982
0, 0.00000, 231.74, 232.054, 233.849, 0, 273.014, 273.384, 275.501, 3.35938
0, 0.00000, 231.938, 232.245, 234.046, 0, 268.12, 268.476, 270.56, 3.29888
0, 0.00000, 232.134, 232.435, 234.241, 0, 263.226, 263.568, 265.619, 3.23833
0, 0.00000, 232.33, 232.624, 234.437, 0, 258.331, 258.658, 260.676, 3.17777
0, 0.00000, 232.525, 232.812, 234.631, 0, 253.424, 253.737, 255.722, 3.11728
0, 0.00000, 232.72, 233, 234.825, 0, 248.517, 248.816, 250.767, 3.05673
0, 0.00000, 232.913, 233.186, 235.018, 0, 243.611, 243.897, 245.815, 2.99629
0, 0.00000, 233.107, 233.373, 235.211, 0, 238.699, 238.972, 240.856, 2.93588
0, 0.00000, 233.299, 233.558, 235.401, 0, 233.794, 234.054, 235.904, 2.87463
0, 0.00000, 233.491, 233.743, 235.591, 0, 228.883, 229.13, 230.945, 2.81261
0, 0.00000, 233.682, 233.927, 235.78, 0, 223.97, 224.205, 225.984, 2.75029
0, 0.00000, 233.873, 234.111, 235.968, 0, 219.062, 219.285, 221.028, 2.68805
0, 0.00000, 234.063, 234.294, 236.156, 0, 214.15, 214.361, 216.068, 2.62556
0, 0.00000, 234.252, 234.476, 236.342, 0, 209.241, 209.441, 211.111, 2.5628
0, 0.00000, 234.441, 234.657, 236.527, 0, 204.338, 204.527, 206.16, 2.50018
0, 0.00000, 234.629, 234.838, 236.711, 0, 199.436, 199.614, 201.21, 2.43679
0, 0.00000, 234.816, 235.018, 236.894, 0, 194.546, 194.714, 196.272, 2.37333
0, 0.00000, 235.002, 235.197, 237.077, 0, 189.654, 189.812, 191.332, 2.31001
0, 0.00000, 235.188, 235.376, 237.258, 0, 184.774, 184.921, 186.404, 2.24696
0, 0.00000, 235.372, 235.553, 237.439, 0, 179.906, 180.044, 181.488, 2.18422
0, 0.00000, 235.556, 235.73, 237.619, 0, 175.044, 175.173, 176.58, 2.12197
0, 0.00000, 235.74, 235.906, 237.798, 0, 170.195, 170.315, 171.684, 2.06013
0, 0.00000, 235.922, 236.081, 237.976, 0, 165.36, 165.471, 166.803, 1.99864
0, 0.00000, 236.104, 236.255, 238.153, 0, 160.543, 160.646, 161.94, 1.93723
0, 0.00000, 236.285, 236.429, 238.329, 0, 155.746, 155.841, 157.096, 1.87588
0, 0.00000, 236.464, 236.602, 238.505, 0, 150.968, 151.055, 152.273, 1.81525
0, 0.00000, 236.643, 236.773, 238.679, 0, 146.218, 146.298, 147.478, 1.75531
0, 0.00000, 236.821, 236.943, 238.853, 0, 141.495, 141.569, 142.712, 1.69604
0, 0.00000, 236.999, 237.113, 239.024, 0, 136.807, 136.873, 137.979, 1.63696
0, 0.00000, 237.175, 237.282, 239.195, 0, 132.152, 132.212, 133.281, 1.57779
0, 0.00000, 237.351, 237.45, 239.365, 0, 127.541, 127.595, 128.626, 1.51934
0, 0.00000, 237.526, 237.617, 239.534, 0, 122.98, 123.027, 124.022, 1.4619
0, 0.00000, 237.699, 237.782, 239.703, 0, 118.474, 118.516, 119.475, 1.40557
0, 0.00000, 237.871, 237.947, 239.871, 0, 114.028, 114.064, 114.988, 1.35078
0, 0.00000, 238.042, 238.111, 240.037, 0, 109.655, 109.687, 110.576, 1.29711
0, 0.00000, 238.212, 238.273, 240.203, 0, 105.364, 105.391, 106.246, 1.24454
0, 0.00000, 238.382, 238.435, 240.368, 0, 101.167, 101.189, 102.011, 1.1933
0, 0.00000, 238.55, 238.596, 240.531, 0, 97.0751, 97.0938, 97.883, 1.14321
0, 0.00000, 238.718, 238.757, 240.692, 0, 93.1065, 93.1214, 93.8783, 1.09386
0, 0.00000, 238.885, 238.916, 240.853, 0, 89.2792, 89.2907, 90.0164, 1.04638
0, 0.00000, 239.05, 239.074, 241.013, 0, 85.6129, 85.6212, 86.317, 1.00097
0, 0.00000, 239.214, 239.232, 241.172, 0, 82.1291, 82.1347, 82.8024, 0.958528
0, 0.00000, 239.377, 239.388, 241.331, 0, 78.855, 78.8582, 79.4995, 0.918767
0, 0.00000, 239.539, 239.543, 241.488, 0, 75.8203, 75.8213, 76.438, 0.881899
0, 0.00000, 239.7, 239.698, 241.644, 0, 73.0557, 73.0547, 73.6491, 0.848273
0, 0.00000, 239.86, 239.852, 241.8, 0, 70.595, 70.592, 71.1666, 0.818261
0, 0.00000, 240.018, 240.004, 241.954, 0, 68.4719, 68.4672, 69.0245, 0.792277
0, 0.00000, 240.175, 240.156, 242.108, 0, 66.7216, 66.7156, 67.2588, 0.771046
0, 0.00000, 240.331, 240.307, 242.261, 0, 65.3749, 65.3676, 65.9, 0.754516
0, 0.00000, 240.487, 240.457, 242.412, 0, 64.4599, 64.4513, 64.9764, 0.742983
0, 0.00000, 240.64, 240.606, 242.563, 0, 63.9963, 63.9864, 64.5078, 0.736657
0, 0.00000, 240.793, 240.753, 242.714, 0, 63.9959, 63.9847, 64.5064, 0.735995
0, 0.00000, 240.944, 240.898, 242.863, 0, 64.4599, 64.4472, 64.9732, 0.740976
0, 0.00000, 241.094, 241.043, 243.011, 0, 65.3813, 65.367, 65.9011, 0.751184
0, 0.00000, 241.244, 241.187, 243.158, 0, 66.7426, 66.7264, 67.2721, 0.766407
0, 0.00000, 241.392, 241.329, 243.304, 0, 68.518, 68.4996, 69.0606, 0.786424
0, 0.00000, 241.54, 241.47, 243.449, 0, 70.6794, 70.6586, 71.238, 0.810862
0, 0.00000, 241.687, 241.61, 243.593, 0, 73.1931, 73.1696, 73.7704, 0.839289
0, 0.00000, 241.833, 241.748, 243.736, 0, 76.026, 75.9993, 76.6243, 0.87142
0, 0.00000, 241.978, 241.886, 243.878, 0, 79.1442, 79.1139, 79.7656, 0.90679
0, 0.00000, 242.122, 242.022, 244.019, 0, 82.5182, 82.4841, 83.1646, 0.945027
0, 0.00000, 242.265, 242.158, 244.158, 0, 86.1185, 86.0803, 86.7916, 0.985785
0, 0.00000, 242.407, 242.292, 244.297, 0, 89.9176, 89.875, 90.6187, 1.02874
0, 0.00000, 242.548, 242.426, 244.434, 0, 93.8947, 93.8473, 94.6249, 1.07365
0, 0.00000, 242.688, 242.558, 244.571, 0, 98.0279, 97.9755, 98.7885, 1.12025
0, 0.00000, 242.827, 242.69, 244.706, 0, 102.3, 102.242, 103.092, 1.16834
0, 0.00000, 242.965, 242.82, 244.84, 0, 106.694, 106.63, 107.517, 1.21772
0, 0.00000, 243.101, 242.949, 244.973, 0, 111.196, 111.126, 112.052, 1.26822
0, 0.00000, 243.237, 243.078, 245.105, 0, 115.797, 115.721, 116.686, 1.31972
0, 0.00000, 243.372, 243.205, 245.235, 0, 120.482, 120.399, 121.404, 1.37207
0, 0.00000, 243.505, 243.332, 245.365, 0, 125.247, 125.158, 126.204, 1.42519
0, 0.00000, 243.638, 243.457, 245.493, 0, 130.082, 129.985, 131.072, 1.47896
0, 0.00000, 243.77, 243.581, 245.62, 0, 134.976, 134.871, 136.001, 1.53326
0, 0.00000, 243.9, 243.704, 245.746, 0, 139.932, 139.819, 140.991, 1.5881
0, 0.00000, 244.029, 243.826, 245.871, 0, 144.937, 144.816, 146.031, 1.64334
0, 0.00000, 205.145, 205.796, 206.778, 0, 818.422, 821.038, 824.956, 8.51746
0, 0.00000, 205.376, 206.027, 207.015, 0, 814.614, 817.198, 821.119, 8.4689
0, 0.00000, 205.606, 206.256, 207.251, 0, 810.875, 813.441, 817.364, 8.44894
0, 0.00000, 205.837, 206.487, 207.488, 0, 807.117, 809.667, 813.591, 8.42906
0, 0.00000, 206.067, 206.716, 207.724, 0, 803.356, 805.889, 809.814, 8.40898
0, 0.00000, 206.298, 206.946, 207.96, 0, 799.579, 802.094, 806.021, 8.38865
0, 0.00000, 206.528, 207.176, 208.196, 0, 795.799, 798.297, 802.226, 8.36815
0, 0.00000, 206.759, 207.406, 208.432, 0, 792.004, 794.486, 798.415, 8.3474
0, 0.00000, 206.989, 207.636, 208.668, 0, 788.197, 790.661, 794.591, 8.3264
0, 0.00000, 207.22, 207.866, 208.905, 0, 784.376, 786.823, 790.755, 8.30517
0, 0.00000, 207.451, 208.096, 209.141, 0, 780.544, 782.974, 786.906, 8.28369
0, 0.00000, 207.681, 208.325, 209.377, 0, 776.713, 779.125, 783.058, 8.26205
0, 0.00000, 207.911, 208.555, 209.613, 0, 772.86, 775.254, 779.188, 8.24011
0, 0.00000, 208.142, 208.784, 209.85, 0, 768.998, 771.375, 775.309, 8.21794
0, 0.00000, 208.372, 209.014, 210.086, 0, 765.128, 767.487, 771.421, 8.19553
0, 0.00000, 208.602, 209.244, 210.322, 0, 761.25, 763.593, 767.526, 8.17418
0, 0.00000, 208.831, 209.474, 210.558, 0, 757.364, 759.692, 763.625, 8.15421
0, 0.00000, 209.061, 209.705, 210.795, 0, 753.462, 755.777, 759.707, 8.13278
0, 0.00000, 209.291, 209.935, 211.031, 0, 749.543, 751.846, 755.772, 8.11112
0, 0.00000, 209.521, 210.165, 211.267, 0, 745.621, 747.91, 751.833, 8.08922
0, 0.00000, 209.75, 210.395, 211.503, 0, 741.695, 743.971, 747.89, 8.06709
0, 0.00000, 209.98, 210.625, 211.739, 0, 737.746, 740.008, 743.924, 8.04459
0, 0.00000, 210.21, 210.855, 211.975, 0, 733.795, 736.044, 739.955, 8.02188
0, 0.00000, 210.439, 211.086, 212.211, 0, 729.823, 732.058, 735.965, 7.99881
0, 0.00000, 210.669, 211.316, 212.447, 0, 725.851, 728.075, 731.975, 7.97461
0, 0.00000, 210.898, 211.546, 212.684, 0, 721.86, 724.072, 727.965, 7.94971
0, 0.00000, 211.126, 211.776, 212.92, 0, 717.869, 720.072, 723.962, 7.93194
0, 0.00000, 211.355, 212.006, 213.158, 0, 713.852, 716.044, 719.932, 7.91556
0, 0.00000, 211.583, 212.235, 213.394, 0, 709.838, 712.02, 715.906, 7.89894
0, 0.00000, 211.811, 212.465, 213.631, 0, 705.81, 707.982, 711.865, 7.88189
0, 0.00000, 212.04, 212.694, 213.868, 0, 701.768, 703.929, 707.81, 7.86447
0, 0.00000, 212.271, 212.923, 214.104, 0, 697.717, 699.863, 703.742, 7.84339
0, 0.00000, 212.501, 213.152, 214.341, 0, 693.659, 695.785, 699.663, 7.81697
0, 0.00000, 212.731, 213.38, 214.577, 0, 689.6, 691.706, 695.583, 7.79027
0, 0.00000, 212.961, 213.609, 214.813, 0, 685.523, 687.609, 691.484, 7.76314
0, 0.00000, 213.191, 213.839, 215.049, 0, 681.429, 683.497, 687.367, 7.73416
0, 0.00000, 213.421, 214.067, 215.285, 0, 677.337, 679.388, 683.253, 7.70506
0, 0.00000, 213.651, 214.296, 215.521, 0, 673.222, 675.255, 679.115, 7.67555
0, 0.00000, 213.88, 214.524, 215.756, 0, 669.104, 671.118, 674.972, 7.6458
0, 0.00000, 214.109, 214.752, 215.991, 0, 664.982, 666.978, 670.826, 7.61581
0, 0.00000, 214.338, 214.98, 216.226, 0, 660.84, 662.819, 666.661, 7.58544
0, 0.00000, 214.567, 215.208, 216.461, 0, 656.69, 658.651, 662.487, 7.55478
0, 0.00000, 214.796, 215.435, 216.698, 0, 652.524, 654.466, 658.296, 7.52377
0, 0.00000, 215.023, 215.663, 216.935, 0, 648.349, 650.275, 654.104, 7.50289
0, 0.00000, 215.253, 215.89, 217.172, 0, 644.161, 646.07, 649.9, 7.48298
0, 0.00000, 215.482, 216.116, 217.408, 0, 639.974, 641.861, 645.691, 7.45743
0, 0.00000, 215.712, 216.342, 217.645, 0, 635.77, 637.632, 641.464, 7.43022
0, 0.00000, 215.941, 216.568, 217.881, 0, 631.564, 633.403, 637.235, 7.40274
0, 0.00000, 216.17, 216.794, 218.117, 0, 627.335, 629.15, 632.983, 7.37478
0, 0.00000, 216.399, 217.022, 218.352, 0, 623.109, 624.902, 628.731, 7.3447
0, 0.00000, 216.627, 217.249, 218.587, 0, 618.862, 620.637, 624.459, 7.31197
0, 0.00000, 216.857, 217.476, 218.822, 0, 614.604, 616.362, 620.175, 7.27896
0, 0.00000, 217.087, 217.702, 219.056, 0, 610.349, 612.084, 615.89, 7.24141
0, 0.00000, 217.318, 217.928, 219.29, 0, 606.075, 607.783, 611.582, 7.20077
0, 0.00000, 217.548, 218.155, 219.524, 0, 601.795, 603.478, 607.268, 7.15925
0, 0.00000, 217.778, 218.382, 219.758, 0, 597.503, 599.164, 602.941, 7.11575
0, 0.00000, 218.007, 218.609, 219.991, 0, 593.202, 594.84, 598.606, 7.07206
0, 0.00000, 218.237, 218.836, 220.223, 0, 588.887, 590.504, 594.254, 7.02691
0, 0.00000, 218.466, 219.063, 220.456, 0, 584.565, 586.163, 589.896, 6.98024
0, 0.00000, 218.695, 219.29, 220.688, 0, 580.233, 581.811, 585.527, 6.9334
0, 0.00000, 218.923, 219.517, 220.92, 0, 575.885, 577.444, 581.142, 6.88632
0, 0.00000, 219.152, 219.743, 221.151, 0, 571.529, 573.07, 576.75, 6.83904
0, 0.00000, 219.38, 219.969, 221.383, 0, 567.162, 568.683, 572.346, 6.79172
0, 0.00000, 219.608, 220.194, 221.614, 0, 562.785, 564.287, 567.932, 6.74425
0, 0.00000, 219.835, 220.42, 221.844, 0, 558.4, 559.884, 563.51, 6.6966
0, 0.00000, 220.062, 220.645, 222.075, 0, 554.003, 555.468, 559.076, 6.64872
0, 0.00000, 220.29, 220.869, 222.305, 0, 549.591, 551.037, 554.625, 6.60058
0, 0.00000, 220.516, 221.094, 222.535, 0, 545.171, 546.598, 550.168, 6.55224
0, 0.00000, 220.743, 221.318, 222.765, 0, 540.74, 542.147, 545.698, 6.50368
0, 0.00000, 220.969, 221.541, 222.994, 0, 536.3, 537.688, 541.22, 6.45491
0, 0.00000, 221.195, 221.765, 223.223, 0, 531.847, 533.216, 536.729, 6.40591
0, 0.00000, 221.421, 221.988, 223.452, 0, 527.384, 528.734, 532.227, 6.35669
0, 0.00000, 221.646, 222.21, 223.68, 0, 522.914, 524.245, 527.718, 6.30728
0, 0.00000, 221.871, 222.433, 223.908, 0, 518.427, 519.739, 523.193, 6.25759
0, 0.00000, 222.095, 222.655, 224.136, 0, 513.937, 515.231, 518.664, 6.20774
0, 0.00000, 222.32, 222.876, 224.363, 0, 509.432, 510.706, 514.119, 6.15762
0, 0.00000, 222.544, 223.097, 224.59, 0, 504.917, 506.172, 509.565, 6.10729
0, 0.00000, 222.767, 223.318, 224.817, 0, 500.392, 501.628, 505, 6.05674
0, 0.00000, 222.991, 223.538, 225.043, 0, 495.854, 497.071, 500.422, 6.00593
0, 0.00000, 223.214, 223.759, 225.269, 0, 491.306, 492.504, 495.834, 5.95489
0, 0.00000, 223.437, 223.978, 225.494, 0, 486.751, 487.929, 491.238, 5.90365
0, 0.00000, 223.659, 224.197, 225.719, 0, 482.186, 483.346, 486.633, 5.85219
0, 0.00000, 223.881, 224.416, 225.944, 0, 477.606, 478.746, 482.012, 5.80065
0, 0.00000, 224.102, 224.634, 226.168, 0, 473.022, 474.143, 477.387, 5.74894
0, 0.00000, 224.324, 224.852, 226.393, 0, 468.421, 469.522, 472.745, 5.69694
0, 0.00000, 224.545, 225.069, 226.616, 0, 463.813, 464.895, 468.096, 5.64473
0, 0.00000, 224.764, 225.285, 226.838, 0, 459.215, 460.277, 463.456, 5.5925
0, 0.00000, 224.985, 225.502, 227.062, 0, 454.57, 455.614, 458.77, 5.53969
0, 0.00000, 225.205, 225.718, 227.284, 0, 449.938, 450.963, 454.096, 5.48683
0, 0.00000, 225.424, 225.933, 227.506, 0, 445.281, 446.286, 449.396, 5.4336
0, 0.00000, 225.643, 226.148, 227.727, 0, 440.641, 441.627, 444.714, 5.38041
0, 0.00000, 225.862, 226.363, 227.949, 0, 435.944, 436.911, 439.975, 5.32654
0, 0.00000, 226.08, 226.577, 228.169, 0, 431.273, 432.221, 435.261, 5.27273
