hour, t(sec), P1 (kW), Q1 (kvar)
0, 0.00000, 39.5816, 326.813
0, 0.00000, 39.6599, 324.067
0, 0.00000, 39.7384, 321.297
0, 0.00000, 39.8167, 318.527
0, 0.00000, 39.8949, 315.738
0, 0.00000, 39.9732, 312.93
0, 0.00000, 40.0514, 310.108
0, 0.00000, 40.1292, 307.291
0, 0.00000, 40.2071, 304.443
0, 0.00000, 40.285, 301.584
0, 0.00000, 40.3626, 298.718
0, 0.00000, 40.4404, 295.826
0, 0.00000, 40.5179, 292.931
0, 0.00000, 40.5954, 290.016
0, 0.00000, 40.6729, 287.083
0, 0.00000, 40.7501, 284.153
0, 0.00000, 40.8273, 281.192
0, 0.00000, 40.9045, 278.221
0, 0.00000, 40.9815, 275.242
0, 0.00000, 41.0581, 272.258
0, 0.00000, 41.135, 269.239
0, 0.00000, 41.2117, 266.219
0, 0.00000, 41.2881, 263.187
0, 0.00000, 41.3646, 260.129
0, 0.00000, 41.441, 257.065
0, 0.00000, 41.517, 253.996
0, 0.00000, 41.5931, 250.898
0, 0.00000, 41.6691, 247.788
0, 0.00000, 41.7449, 244.67
0, 0.00000, 41.8204, 241.547
0, 0.00000, 41.8959, 238.396
0, 0.00000, 41.9713, 235.235
0, 0.00000, 42.0465, 232.067
0, 0.00000, 42.1217, 228.872
0, 0.00000, 42.1965, 225.678
0, 0.00000, 42.2711, 222.465
0, 0.00000, 42.3458, 219.229
0, 0.00000, 42.4201, 215.994
0, 0.00000, 42.4945, 212.734
0, 0.00000, 42.5686, 209.464
0, 0.00000, 42.6423, 206.189
0, 0.00000, 42.716, 202.895
0, 0.00000, 42.7895, 199.586
0, 0.00000, 42.8629, 196.261
0, 0.00000, 42.936, 192.924
0, 0.00000, 43.0088, 189.582
0, 0.00000, 43.0816, 186.215
0, 0.00000, 43.1542, 182.839
0, 0.00000, 43.2265, 179.452
0, 0.00000, 43.2986, 176.054
0, 0.00000, 43.3705, 172.636
0, 0.00000, 43.4422, 169.208
0, 0.00000, 43.5137, 165.769
0, 0.00000, 43.585, 162.314
0, 0.00000, 43.6559, 158.852
0, 0.00000, 43.7266, 155.372
0, 0.00000, 43.7972, 151.879
0, 0.00000, 43.8675, 148.376
0, 0.00000, 43.9376, 144.856
0, 0.00000, 44.0074, 141.325
0, 0.00000, 44.077, 137.783
0, 0.00000, 44.1464, 134.226
0, 0.00000, 44.2154, 130.661
0, 0.00000, 44.2842, 127.078
0, 0.00000, 44.3528, 123.484
0, 0.00000, 44.4211, 119.882
0, 0.00000, 44.4892, 116.264
0, 0.00000, 44.557, 112.633
0, 0.00000, 44.6245, 108.99
0, 0.00000, 44.6918, 105.336
0, 0.00000, 44.7587, 101.67
0, 0.00000, 44.8254, 97.9902
0, 0.00000, 44.8917, 94.3006
0, 0.00000, 44.9578, 90.5985
0, 0.00000, 45.0235, 86.885
0, 0.00000, 45.0889, 83.1576
0, 0.00000, 45.154, 79.4192
0, 0.00000, 45.2187, 75.6705
0, 0.00000, 45.2831, 71.9106
0, 0.00000, 45.3472, 68.1369
0, 0.00000, 45.411, 64.3534
0, 0.00000, 45.4744, 60.5588
0, 0.00000, 45.5375, 56.7528
0, 0.00000, 45.6003, 52.9346
0, 0.00000, 45.6627, 49.1055
0, 0.00000, 45.7247, 45.2663
0, 0.00000, 45.7864, 41.4165
0, 0.00000, 45.8477, 37.5548
0, 0.00000, 45.9087, 33.6822
0, 0.00000, 45.9694, 29.7997
0, 0.00000, 46.0297, 25.9067
0, 0.00000, 46.0897, 22.0034
0, 0.00000, 46.1494, 18.0886
0, 0.00000, 46.2086, 14.1649
0, 0.00000, 46.2675, 10.2299
0, 0.00000, 46.3261, 6.28615
0, 0.00000, 46.3843, 2.33105
0, 0.00000, 46.442, -1.63581
0, 0.00000, 46.4993, -5.60599
0, 0.00000, 46.5563, -9.59131
0, 0.00000, 46.6129, -13.5861
0, 0.00000, 46.6691, -17.5883
0, 0.00000, 46.725, -21.6015
0, 0.00000, 46.7805, -25.6235
0, 0.00000, 46.8355, -29.6548
0, 0.00000, 46.8902, -33.6942
0, 0.00000, 46.9446, -37.7439
0, 0.00000, 46.9985, -41.8028
0, 0.00000, 47.0521, -45.869
0, 0.00000, 47.1053, -49.9453
0, 0.00000, 47.1582, -54.0301
0, 0.00000, 47.2106, -58.124
0, 0.00000, 47.2627, -62.2255
0, 0.00000, 47.3143, -66.3344
0, 0.00000, 47.3656, -70.4536
0, 0.00000, 47.4165, -74.5791
0, 0.00000, 47.467, -78.7148
0, 0.00000, 47.5171, -82.8577
0, 0.00000, 47.5667, -87.006
0, 0.00000, 47.616, -91.1657
0, 0.00000, 47.6649, -95.3314
0, 0.00000, 26.1266, 506.771
0, 0.00000, 26.192, 504.972
0, 0.00000, 26.252, 503.214
0, 0.00000, 26.3117, 501.44
0, 0.00000, 26.3717, 499.658
0, 0.00000, 26.4315, 497.861
0, 0.00000, 26.4916, 496.056
0, 0.00000, 26.5515, 494.237
0, 0.00000, 26.6116, 492.405
0, 0.00000, 26.6718, 490.56
0, 0.00000, 26.7321, 488.702
0, 0.00000, 26.7925, 486.837
0, 0.00000, 26.8527, 484.954
0, 0.00000, 26.9132, 483.061
0, 0.00000, 26.9736, 481.156
0, 0.00000, 27.0342, 479.241
0, 0.00000, 27.0948, 477.316
0, 0.00000, 27.1554, 475.377
0, 0.00000, 27.2162, 473.422
0, 0.00000, 27.2771, 471.457
0, 0.00000, 27.338, 469.484
0, 0.00000, 27.3988, 467.492
0, 0.00000, 27.4598, 465.492
0, 0.00000, 27.5207, 463.474
0, 0.00000, 27.5819, 461.45
0, 0.00000, 27.6429, 459.409
0, 0.00000, 27.7042, 457.362
0, 0.00000, 27.7654, 455.295
0, 0.00000, 27.8268, 453.223
0, 0.00000, 27.8881, 451.135
0, 0.00000, 27.9495, 449.034
0, 0.00000, 28.0109, 446.92
0, 0.00000, 28.0726, 444.793
0, 0.00000, 28.1342, 442.659
0, 0.00000, 28.1958, 440.507
0, 0.00000, 28.2576, 438.341
0, 0.00000, 28.3194, 436.168
0, 0.00000, 28.3812, 433.975
0, 0.00000, 28.4431, 431.772
0, 0.00000, 28.5049, 429.561
0, 0.00000, 28.5667, 427.332
0, 0.00000, 28.6286, 425.09
0, 0.00000, 28.6904, 422.834
0, 0.00000, 28.7525, 420.567
0, 0.00000, 28.8146, 418.286
0, 0.00000, 28.8768, 415.997
0, 0.00000, 28.939, 413.69
0, 0.00000, 29.0012, 411.375
0, 0.00000, 29.0634, 409.04
0, 0.00000, 29.1257, 406.7
0, 0.00000, 29.1881, 404.342
0, 0.00000, 29.2505, 401.97
0, 0.00000, 29.313, 399.591
0, 0.00000, 29.3755, 397.193
0, 0.00000, 29.4381, 394.785
0, 0.00000, 29.5007, 392.363
0, 0.00000, 29.5633, 389.928
0, 0.00000, 29.626, 387.478
0, 0.00000, 29.6887, 385.017
0, 0.00000, 29.7514, 382.543
0, 0.00000, 29.8141, 380.051
0, 0.00000, 29.8768, 377.548
0, 0.00000, 29.9395, 375.031
0, 0.00000, 30.0022, 372.5
0, 0.00000, 30.0648, 369.957
0, 0.00000, 30.1274, 367.4
0, 0.00000, 30.19, 364.825
0, 0.00000, 30.2526, 362.239
0, 0.00000, 30.3152, 359.638
0, 0.00000, 30.3777, 357.025
0, 0.00000, 30.4402, 354.396
0, 0.00000, 30.5027, 351.753
0, 0.00000, 30.5652, 349.099
0, 0.00000, 30.6276, 346.427
0, 0.00000, 30.69, 343.745
0, 0.00000, 30.7523, 341.046
0, 0.00000, 30.8146, 338.335
0, 0.00000, 30.8769, 335.609
0, 0.00000, 30.9392, 332.867
0, 0.00000, 31.0014, 330.112
0, 0.00000, 31.0635, 327.344
0, 0.00000, 31.1256, 324.563
0, 0.00000, 31.1877, 321.765
0, 0.00000, 31.2496, 318.957
0, 0.00000, 31.3116, 316.13
0, 0.00000, 31.3735, 313.291
0, 0.00000, 31.4351, 310.451
0, 0.00000, 31.4969, 307.574
0, 0.00000, 31.5586, 304.697
0, 0.00000, 31.6203, 301.796
0, 0.00000, 31.6817, 298.899
0, 0.00000, 31.7434, 295.959
0, 0.00000, 31.8049, 293.026
0, 0.00000, 31.8661, 290.079
0, 0.00000, 31.9273, 287.12
0, 0.00000, 31.9886, 284.129
0, 0.00000, 32.0498, 281.133
0, 0.00000, 32.1108, 278.132
0, 0.00000, 32.1717, 275.109
0, 0.00000, 32.2327, 272.066
0, 0.00000, 32.2934, 269.027
0, 0.00000, 32.3541, 265.954
0, 0.00000, 32.4146, 262.891
0, 0.00000, 32.4753, 259.782
0, 0.00000, 32.5356, 256.688
0, 0.00000, 32.5958, 253.575
0, 0.00000, 32.6561, 250.428
0, 0.00000, 32.7162, 247.287
0, 0.00000, 32.7762, 244.121
0, 0.00000, 32.8361, 240.95
0, 0.00000, 32.8958, 237.763
0, 0.00000, 32.9553, 234.562
0, 0.00000, 33.0149, 231.338
0, 0.00000, 33.0743, 228.11
0, 0.00000, 33.1335, 224.867
0, 0.00000, 33.1927, 221.601
0, 0.00000, 33.2517, 218.329
0, 0.00000, 33.3106, 215.044
0, 0.00000, 33.3692, 211.75
0, 0.00000, 33.4278, 208.428
0, 0.00000, 33.4862, 205.108
0, 0.00000, 33.5445, 201.76
0, 0.00000, 33.6026, 198.412
0, 0.00000, 33.6606, 195.039
0, 0.00000, 33.7184, 191.656
0, 0.00000, 33.7761, 188.261
0, 0.00000, 33.8336, 184.85
0, 0.00000, 33.891, 181.43
0, 0.00000, 33.9481, 177.999
0, 0.00000, 34.0051, 174.546
0, 0.00000, 34.0619, 171.081
0, 0.00000, 34.1185, 167.612
0, 0.00000, 34.1749, 164.121
0, 0.00000, 34.2312, 160.62
0, 0.00000, 34.2873, 157.103
0, 0.00000, 34.3433, 153.572
0, 0.00000, 34.399, 150.031
0, 0.00000, 34.4545, 146.478
0, 0.00000, 34.5099, 142.911
0, 0.00000, 34.5651, 139.33
0, 0.00000, 34.62, 135.736
0, 0.00000, 34.6748, 132.13
0, 0.00000, 34.7294, 128.512
0, 0.00000, 34.7837, 124.879
0, 0.00000, 34.8379, 121.233
0, 0.00000, 34.8918, 117.576
0, 0.00000, 34.9455, 113.907
0, 0.00000, 34.9989, 110.227
0, 0.00000, 35.0521, 106.531
0, 0.00000, 35.1051, 102.824
0, 0.00000, 35.1578, 99.1044
0, 0.00000, 35.2103, 95.3747
0, 0.00000, 35.2625, 91.6319
0, 0.00000, 35.3144, 87.8762
0, 0.00000, 35.3662, 84.1078
0, 0.00000, 35.4176, 80.3289
0, 0.00000, 35.4687, 76.537
0, 0.00000, 35.5197, 72.7328
0, 0.00000, 35.5704, 68.9189
0, 0.00000, 35.6208, 65.092
0, 0.00000, 35.6709, 61.2532
0, 0.00000, 35.7207, 57.4043
0, 0.00000, 35.7703, 53.544
0, 0.00000, 35.8197, 49.6714
0, 0.00000, 35.8688, 45.7878
0, 0.00000, 35.9177, 41.8939
0, 0.00000, 35.9662, 37.9887
0, 0.00000, 36.0145, 34.0723
0, 0.00000, 36.0625, 30.1445
0, 0.00000, 36.1101, 26.2067
0, 0.00000, 36.1575, 22.2586
0, 0.00000, 36.2045, 18.2992
0, 0.00000, 36.2513, 14.3289
0, 0.00000, 36.2978, 10.3488
0, 0.00000, 36.344, 6.35837
0, 0.00000, 36.39, 2.35663
0, 0.00000, 36.4357, -1.6548
0, 0.00000, 36.481, -5.67379
0, 0.00000, 36.5261, -9.7044
0, 0.00000, 36.571, -13.7447
0, 0.00000, 36.6155, -17.7947
0, 0.00000, 36.6598, -21.8545
0, 0.00000, 36.7038, -25.9235
0, 0.00000, 36.7475, -30.0028
0, 0.00000, 36.7909, -34.0908
0, 0.00000, 36.8341, -38.1882
0, 0.00000, 36.8769, -42.2948
0, 0.00000, 36.9194, -46.411
0, 0.00000, 36.9616, -50.5353
0, 0.00000, 37.0036, -54.6682
0, 0.00000, 37.0452, -58.811
0, 0.00000, 37.0865, -62.9621
0, 0.00000, 37.1275, -67.1212
0, 0.00000, 37.1682, -71.2897
0, 0.00000, 37.2086, -75.4668
0, 0.00000, 37.2487, -79.6507
0, 0.00000, 37.2884, -83.8426
0, 0.00000, 37.3279, -88.044
0, 0.00000, 37.367, -92.2517
0, 0.00000, 37.4058, -96.4682
0, 0.00000, 18.6971, 511.057
0, 0.00000, 18.7488, 509.253
0, 0.00000, 18.7924, 507.491
0, 0.00000, 18.8356, 505.713
0, 0.00000, 18.879, 503.918
0, 0.00000, 18.9228, 502.124
0, 0.00000, 18.966, 500.306
0, 0.00000, 19.0097, 498.481
0, 0.00000, 19.0533, 496.641
0, 0.00000, 19.097, 494.795
0, 0.00000, 19.1406, 492.927
0, 0.00000, 19.1845, 491.053
0, 0.00000, 19.2282, 489.167
0, 0.00000, 19.272, 487.269
0, 0.00000, 19.3159, 485.358
0, 0.00000, 19.3599, 483.436
0, 0.00000, 19.404, 481.502
0, 0.00000, 19.448, 479.556
0, 0.00000, 19.4921, 477.6
0, 0.00000, 19.5361, 475.625
0, 0.00000, 19.5804, 473.64
0, 0.00000, 19.6245, 471.639
0, 0.00000, 19.6688, 469.629
0, 0.00000, 19.7132, 467.611
0, 0.00000, 19.7575, 465.578
0, 0.00000, 19.8019, 463.53
0, 0.00000, 19.8464, 461.467
0, 0.00000, 19.891, 459.398
0, 0.00000, 19.9353, 457.315
0, 0.00000, 19.98, 455.221
0, 0.00000, 20.0246, 453.107
0, 0.00000, 20.0694, 450.989
0, 0.00000, 20.114, 448.852
0, 0.00000, 20.1589, 446.705
0, 0.00000, 20.2037, 444.54
0, 0.00000, 20.2486, 442.366
0, 0.00000, 20.2935, 440.183
0, 0.00000, 20.3383, 437.978
0, 0.00000, 20.3832, 435.765
0, 0.00000, 20.4281, 433.539
0, 0.00000, 20.4731, 431.301
0, 0.00000, 20.518, 429.052
0, 0.00000, 20.5632, 426.784
0, 0.00000, 20.6084, 424.506
0, 0.00000, 20.6536, 422.218
0, 0.00000, 20.6986, 419.914
0, 0.00000, 20.7439, 417.596
0, 0.00000, 20.7893, 415.264
0, 0.00000, 20.8346, 412.926
0, 0.00000, 20.8799, 410.569
0, 0.00000, 20.9254, 408.202
0, 0.00000, 20.9708, 405.818
0, 0.00000, 21.0163, 403.424
0, 0.00000, 21.0619, 401.015
0, 0.00000, 21.1075, 398.593
0, 0.00000, 21.1531, 396.157
0, 0.00000, 21.1986, 393.709
0, 0.00000, 21.2442, 391.244
0, 0.00000, 21.2898, 388.763
0, 0.00000, 21.3354, 386.273
0, 0.00000, 21.381, 383.77
0, 0.00000, 21.4265, 381.248
0, 0.00000, 21.4721, 378.715
0, 0.00000, 21.5176, 376.166
0, 0.00000, 21.5632, 373.603
0, 0.00000, 21.6087, 371.027
0, 0.00000, 21.6542, 368.434
0, 0.00000, 21.6997, 365.83
0, 0.00000, 21.7452, 363.212
0, 0.00000, 21.7906, 360.581
0, 0.00000, 21.8361, 357.934
0, 0.00000, 21.8815, 355.271
0, 0.00000, 21.9269, 352.596
0, 0.00000, 21.9723, 349.903
0, 0.00000, 22.0177, 347.2
0, 0.00000, 22.063, 344.483
0, 0.00000, 22.1083, 341.75
0, 0.00000, 22.1536, 339.002
0, 0.00000, 22.1989, 336.242
0, 0.00000, 22.2441, 333.465
0, 0.00000, 22.2893, 330.675
0, 0.00000, 22.3344, 327.873
0, 0.00000, 22.3795, 325.052
0, 0.00000, 22.4246, 322.22
0, 0.00000, 22.4696, 319.373
0, 0.00000, 22.5146, 316.514
0, 0.00000, 22.5596, 313.637
0, 0.00000, 22.6045, 310.744
0, 0.00000, 22.6494, 307.842
0, 0.00000, 22.6942, 304.921
0, 0.00000, 22.739, 301.988
0, 0.00000, 22.7837, 299.042
0, 0.00000, 22.8283, 296.081
0, 0.00000, 22.8729, 293.105
0, 0.00000, 22.9175, 290.112
0, 0.00000, 22.962, 287.107
0, 0.00000, 23.0065, 284.087
0, 0.00000, 23.0509, 281.054
0, 0.00000, 23.0952, 278.006
0, 0.00000, 23.1395, 274.945
0, 0.00000, 23.1837, 271.869
0, 0.00000, 23.2278, 268.777
0, 0.00000, 23.2719, 265.672
0, 0.00000, 23.3159, 262.554
0, 0.00000, 23.3599, 259.419
0, 0.00000, 23.4037, 256.273
0, 0.00000, 23.4475, 253.11
0, 0.00000, 23.4912, 249.933
0, 0.00000, 23.5348, 246.742
0, 0.00000, 23.5784, 243.538
0, 0.00000, 23.6218, 240.319
0, 0.00000, 23.6652, 237.085
0, 0.00000, 23.7085, 233.835
0, 0.00000, 23.7516, 230.585
0, 0.00000, 23.7947, 227.302
0, 0.00000, 23.8377, 224.012
0, 0.00000, 23.8806, 220.701
0, 0.00000, 23.9233, 217.392
0, 0.00000, 23.966, 214.054
0, 0.00000, 24.0086, 210.711
0, 0.00000, 24.0511, 207.352
0, 0.00000, 24.0934, 203.982
0, 0.00000, 24.1357, 200.592
0, 0.00000, 24.1779, 197.189
0, 0.00000, 24.22, 193.764
0, 0.00000, 24.2618, 190.34
0, 0.00000, 24.3036, 186.894
0, 0.00000, 24.3453, 183.436
0, 0.00000, 24.3868, 179.973
0, 0.00000, 24.4282, 176.487
0, 0.00000, 24.4695, 172.989
0, 0.00000, 24.5107, 169.475
0, 0.00000, 24.5517, 165.945
0, 0.00000, 24.5927, 162.407
0, 0.00000, 24.6334, 158.862
0, 0.00000, 24.6741, 155.291
0, 0.00000, 24.7146, 151.715
0, 0.00000, 24.755, 148.119
0, 0.00000, 24.7952, 144.516
0, 0.00000, 24.8352, 140.901
0, 0.00000, 24.8752, 137.266
0, 0.00000, 24.9149, 133.625
0, 0.00000, 24.9545, 129.964
0, 0.00000, 24.9939, 126.294
0, 0.00000, 25.0332, 122.607
0, 0.00000, 25.0723, 118.914
0, 0.00000, 25.1112, 115.2
0, 0.00000, 25.15, 111.48
0, 0.00000, 25.1885, 107.745
0, 0.00000, 25.2269, 103.995
0, 0.00000, 25.265, 100.236
0, 0.00000, 25.303, 96.4637
0, 0.00000, 25.3409, 92.6758
0, 0.00000, 25.3785, 88.8797
0, 0.00000, 25.416, 85.0692
0, 0.00000, 25.4532, 81.2468
0, 0.00000, 25.4903, 77.4136
0, 0.00000, 25.5273, 73.5675
0, 0.00000, 25.564, 69.7102
0, 0.00000, 25.6005, 65.84
0, 0.00000, 25.6369, 61.9583
0, 0.00000, 25.673, 58.0668
0, 0.00000, 25.7089, 54.1607
0, 0.00000, 25.7446, 50.2445
0, 0.00000, 25.7801, 46.3169
0, 0.00000, 25.8154, 42.378
0, 0.00000, 25.8505, 38.4278
0, 0.00000, 25.8854, 34.4659
0, 0.00000, 25.9201, 30.4938
0, 0.00000, 25.9547, 26.5106
0, 0.00000, 25.9891, 22.5164
0, 0.00000, 26.0232, 18.5114
0, 0.00000, 26.0572, 14.4959
0, 0.00000, 26.091, 10.4697
0, 0.00000, 26.1246, 6.43252
0, 0.00000, 26.158, 2.38485
0, 0.00000, 26.1912, -1.67132
0, 0.00000, 26.2242, -5.73906
0, 0.00000, 26.257, -9.81723
0, 0.00000, 26.2897, -13.9056
0, 0.00000, 26.3221, -18.0034
0, 0.00000, 26.3543, -22.1113
0, 0.00000, 26.3862, -26.2288
0, 0.00000, 26.418, -30.3563
0, 0.00000, 26.4496, -34.4934
0, 0.00000, 26.4809, -38.6401
0, 0.00000, 26.5121, -42.7953
0, 0.00000, 26.543, -46.9606
0, 0.00000, 26.5737, -51.135
0, 0.00000, 26.6042, -55.3174
0, 0.00000, 26.6345, -59.5113
0, 0.00000, 26.6645, -63.7125
0, 0.00000, 26.6943, -67.9206
0, 0.00000, 26.7239, -72.1402
0, 0.00000, 26.7533, -76.3667
0, 0.00000, 26.7824, -80.6029
0, 0.00000, 26.8113, -84.8458
0, 0.00000, 26.84, -89.0994
0, 0.00000, 26.8684, -93.3581
0, 0.00000, 26.8966, -97.6291
0, 0.00000, 11.1405, 515.38
0, 0.00000, 11.178, 513.582
0, 0.00000, 11.2042, 511.812
0, 0.00000, 11.2304, 510.022
0, 0.00000, 11.2571, 508.226
0, 0.00000, 11.2837, 506.426
0, 0.00000, 11.3099, 504.607
0, 0.00000, 11.3363, 502.77
0, 0.00000, 11.363, 500.928
0, 0.00000, 11.3894, 499.069
0, 0.00000, 11.4161, 497.208
0, 0.00000, 11.4425, 495.33
0, 0.00000, 11.4691, 493.436
0, 0.00000, 11.4958, 491.526
0, 0.00000, 11.5228, 489.614
0, 0.00000, 11.5494, 487.687
0, 0.00000, 11.5761, 485.745
0, 0.00000, 11.6029, 483.788
0, 0.00000, 11.6297, 481.818
0, 0.00000, 11.6566, 479.835
0, 0.00000, 11.6834, 477.841
0, 0.00000, 11.7106, 475.847
0, 0.00000, 11.7373, 473.828
0, 0.00000, 11.7643, 471.797
0, 0.00000, 11.7914, 469.756
0, 0.00000, 11.8183, 467.704
0, 0.00000, 11.8452, 465.631
0, 0.00000, 11.8725, 463.549
0, 0.00000, 11.8997, 461.458
0, 0.00000, 11.9269, 459.359
0, 0.00000, 11.9539, 457.239
0, 0.00000, 11.9811, 455.1
0, 0.00000, 12.0085, 452.954
0, 0.00000, 12.0359, 450.801
0, 0.00000, 12.063, 448.63
0, 0.00000, 12.0902, 446.443
0, 0.00000, 12.1174, 444.241
0, 0.00000, 12.145, 442.035
0, 0.00000, 12.1722, 439.815
0, 0.00000, 12.1996, 437.581
0, 0.00000, 12.227, 435.322
0, 0.00000, 12.2546, 433.063
0, 0.00000, 12.282, 430.791
0, 0.00000, 12.3095, 428.498
0, 0.00000, 12.3371, 426.205
0, 0.00000, 12.3644, 423.882
0, 0.00000, 12.3922, 421.561
0, 0.00000, 12.4198, 419.222
0, 0.00000, 12.4474, 416.865
0, 0.00000, 12.4752, 414.501
0, 0.00000, 12.5029, 412.121
0, 0.00000, 12.5307, 409.726
0, 0.00000, 12.5584, 407.315
0, 0.00000, 12.5862, 404.891
0, 0.00000, 12.614, 402.454
0, 0.00000, 12.6417, 400.006
0, 0.00000, 12.6694, 397.537
0, 0.00000, 12.6972, 395.058
0, 0.00000, 12.725, 392.561
0, 0.00000, 12.7528, 390.056
0, 0.00000, 12.7805, 387.534
0, 0.00000, 12.8082, 384.989
0, 0.00000, 12.8361, 382.44
0, 0.00000, 12.8638, 379.877
0, 0.00000, 12.8915, 377.295
0, 0.00000, 12.9192, 374.702
0, 0.00000, 12.9469, 372.092
0, 0.00000, 12.9747, 369.474
0, 0.00000, 13.0023, 366.833
0, 0.00000, 13.03, 364.179
0, 0.00000, 13.0577, 361.512
0, 0.00000, 13.0854, 358.835
0, 0.00000, 13.113, 356.14
0, 0.00000, 13.1406, 353.43
0, 0.00000, 13.1683, 350.706
0, 0.00000, 13.1959, 347.969
0, 0.00000, 13.2234, 345.214
0, 0.00000, 13.251, 342.442
0, 0.00000, 13.2787, 339.662
0, 0.00000, 13.3062, 336.869
0, 0.00000, 13.3336, 334.051
0, 0.00000, 13.3612, 331.229
0, 0.00000, 13.3886, 328.387
0, 0.00000, 13.4161, 325.531
0, 0.00000, 13.4435, 322.659
0, 0.00000, 13.4709, 319.777
0, 0.00000, 13.4983, 316.876
0, 0.00000, 13.5256, 313.964
0, 0.00000, 13.5529, 311.037
0, 0.00000, 13.5802, 308.091
0, 0.00000, 13.6075, 305.135
0, 0.00000, 13.6347, 302.165
0, 0.00000, 13.6619, 299.178
0, 0.00000, 13.6891, 296.176
0, 0.00000, 13.7162, 293.157
0, 0.00000, 13.7433, 290.128
0, 0.00000, 13.7704, 287.082
0, 0.00000, 13.7974, 284.022
0, 0.00000, 13.8244, 280.946
0, 0.00000, 13.8514, 277.861
0, 0.00000, 13.8783, 274.756
0, 0.00000, 13.9051, 271.635
0, 0.00000, 13.932, 268.505
0, 0.00000, 13.9588, 265.356
0, 0.00000, 13.9855, 262.196
0, 0.00000, 14.0122, 259.02
0, 0.00000, 14.0388, 255.827
0, 0.00000, 14.0654, 252.622
0, 0.00000, 14.092, 249.4
0, 0.00000, 14.1185, 246.166
0, 0.00000, 14.1449, 242.916
0, 0.00000, 14.1713, 239.651
0, 0.00000, 14.1976, 236.375
0, 0.00000, 14.2239, 233.083
0, 0.00000, 14.2501, 229.775
0, 0.00000, 14.2762, 226.451
0, 0.00000, 14.3023, 223.116
0, 0.00000, 14.3283, 219.766
0, 0.00000, 14.3543, 216.4
0, 0.00000, 14.3802, 213.021
0, 0.00000, 14.406, 209.63
0, 0.00000, 14.4318, 206.221
0, 0.00000, 14.4574, 202.799
0, 0.00000, 14.483, 199.363
0, 0.00000, 14.5086, 195.914
0, 0.00000, 14.534, 192.448
0, 0.00000, 14.5594, 188.971
0, 0.00000, 14.5847, 185.479
0, 0.00000, 14.61, 181.971
0, 0.00000, 14.6352, 178.452
0, 0.00000, 14.6602, 174.918
